caso,nodo,k_core_index
Spain (|V|=950),Muxía,7
Spain (|V|=950),Cambre,7
Spain (|V|=950),Dodro,8
Spain (|V|=950),Coristanco,7
Spain (|V|=950),Cariño,7
Spain (|V|=950),Muros,7
Spain (|V|=950),Cedeira,7
Spain (|V|=950),Cee,7
Spain (|V|=950),Tordoia,7
Spain (|V|=950),Pino (O),7
Spain (|V|=950),Malpica de Bergantiños,7
Spain (|V|=950),Vicedo (O),7
Spain (|V|=950),Mazaricos,7
Spain (|V|=950),Melide,7
Spain (|V|=950),Moeche,7
Spain (|V|=950),Xermade,7
Spain (|V|=950),Zas,7
Spain (|V|=950),Abadín,7
Spain (|V|=950),Valadouro (O),7
Spain (|V|=950),Monterroso,7
Spain (|V|=950),Castroverde,7
Spain (|V|=950),Láncara,7
Spain (|V|=950),Foz,7
Spain (|V|=950),Nogais (As),7
Spain (|V|=950),Rábade,7
Spain (|V|=950),Incio (O),7
Spain (|V|=950),Cervo,7
Spain (|V|=950),Peroxa (A),8
Spain (|V|=950),Pol,7
Spain (|V|=950),Saviñao (O),7
Spain (|V|=950),Fonsagrada (A),7
Spain (|V|=950),Friol,7
Spain (|V|=950),Portomarín,7
Spain (|V|=950),Lourenzá,7
Spain (|V|=950),Pantón,7
Spain (|V|=950),Riotorto,7
Spain (|V|=950),Ribas de Sil,6
Spain (|V|=950),Sandiás,8
Spain (|V|=950),Bolo (O),8
Spain (|V|=950),Arnoia (A),8
Spain (|V|=950),Leiro,8
Spain (|V|=950),Blancos (Os),8
Spain (|V|=950),Muíños,8
Spain (|V|=950),Baños de Molgas,8
Spain (|V|=950),San Cibrao das Viñas,8
Spain (|V|=950),Cerdedo,8
Spain (|V|=950),Celanova,8
Spain (|V|=950),Monterrei,6
Spain (|V|=950),Trasmiras,7
Spain (|V|=950),Entrimo,8
Spain (|V|=950),Padrenda,8
Spain (|V|=950),Gudiña (A),6
Spain (|V|=950),Dozón,8
Spain (|V|=950),Pobra de Trives (A),6
Spain (|V|=950),Rúa (A),6
Spain (|V|=950),Riós,6
Spain (|V|=950),Viana do Bolo,6
Spain (|V|=950),Vila de Cruces,7
Spain (|V|=950),Arbo,8
Spain (|V|=950),Nigrán,8
Spain (|V|=950),Portas,8
Spain (|V|=950),Moaña,8
Spain (|V|=950),Cambados,8
Spain (|V|=950),Moraña,8
Spain (|V|=950),Covelo,8
Spain (|V|=950),Soutomaior,8
Spain (|V|=950),Rosal (O),4
Spain (|V|=950),Poio,8
Spain (|V|=950),Mos,8
Spain (|V|=950),Salceda de Caselas,8
Spain (|V|=950),Agoncillo,8
Spain (|V|=950),Albelda de Iregua,8
Spain (|V|=950),Lardero,8
Spain (|V|=950),Rincón de Soto,8
Spain (|V|=950),Castejón,7
Spain (|V|=950),Quel,8
Spain (|V|=950),Nájera,7
Spain (|V|=950),San Adrián,8
Spain (|V|=950),Haro,7
Spain (|V|=950),Elciego,7
Spain (|V|=950),Fitero,6
Spain (|V|=950),Santo Domingo de la Calzada,7
Spain (|V|=950),Sartaguda,8
Spain (|V|=950),Ajalvir,11
Spain (|V|=950),Anchuelo,11
Spain (|V|=950),Alcobendas,11
Spain (|V|=950),Móstoles,11
Spain (|V|=950),Navas del Rey,11
Spain (|V|=950),Collado Mediano,11
Spain (|V|=950),Campo Real,11
Spain (|V|=950),Chinchón,11
Spain (|V|=950),Pozuelo de Alarcón,11
Spain (|V|=950),Manzanares el Real,11
Spain (|V|=950),Villanueva de la Cañada,11
Spain (|V|=950),Lozoyuela-Navas-Sieteiglesias,9
Spain (|V|=950),Navalafuente,10
Spain (|V|=950),Cadalso de los Vidrios,9
Spain (|V|=950),Tielmes,11
Spain (|V|=950),Torrejón de la Calzada,11
Spain (|V|=950),Ciempozuelos,11
Spain (|V|=950),Galapagar,11
Spain (|V|=950),Mejorada del Campo,11
Spain (|V|=950),San Lorenzo de El Escorial,11
Spain (|V|=950),Fuentidueña de Tajo,10
Spain (|V|=950),Fresnedillas de la Oliva,11
Spain (|V|=950),Getafe,11
Spain (|V|=950),Molar (El),11
Spain (|V|=950),Villanueva de Perales,11
Spain (|V|=950),Rascafría,9
Spain (|V|=950),Fortuna,9
Spain (|V|=950),Blanca,7
Spain (|V|=950),Águilas,7
Spain (|V|=950),Campos del Río,7
Spain (|V|=950),Alguazas,7
Spain (|V|=950),Torre-Pacheco,7
Spain (|V|=950),Totana,7
Spain (|V|=950),Librilla,7
Spain (|V|=950),Beniel,9
Spain (|V|=950),Bullas,7
Spain (|V|=950),Calasparra,6
Spain (|V|=950),Caravaca de la Cruz,6
Spain (|V|=950),Unión (La),4
Spain (|V|=950),Fuente Álamo de Murcia,7
Spain (|V|=950),Jumilla,6
Spain (|V|=950),Lorca,7
Spain (|V|=950),Mazarrón,7
Spain (|V|=950),Pliego,7
Spain (|V|=950),Puerto Lumbreras,7
Spain (|V|=950),San Pedro del Pinatar,7
Spain (|V|=950),Yecla,8
Spain (|V|=950),Arróniz,8
Spain (|V|=950),Olazti/Olazagutía,10
Spain (|V|=950),Villava/Atarrabia,7
Spain (|V|=950),Aoiz/Agoitz,7
Spain (|V|=950),Arbizu,10
Spain (|V|=950),Mendigorría,8
Spain (|V|=950),Estella/Lizarra,8
Spain (|V|=950),Barañain,8
Spain (|V|=950),Baztan,6
Spain (|V|=950),Lesaka,8
Spain (|V|=950),Fustiñana,6
Spain (|V|=950),Marcilla,8
Spain (|V|=950),Carcastillo,7
Spain (|V|=950),Cáseda,7
Spain (|V|=950),Ultzama,8
Spain (|V|=950),Lekunberri,10
Spain (|V|=950),Lerín,8
Spain (|V|=950),Lumbier,7
Spain (|V|=950),Tafalla,8
Spain (|V|=950),Salvatierra/Agurain,10
Spain (|V|=950),Laudio/Llodio,11
Spain (|V|=950),Aretxabaleta,11
Spain (|V|=950),Campezo/Kanpezu,9
Spain (|V|=950),Legutiano,11
Spain (|V|=950),Urkabustaiz,11
Spain (|V|=950),Valdegovía/Gaubea,8
Spain (|V|=950),Zarautz,10
Spain (|V|=950),Irura,10
Spain (|V|=950),Lasarte-Oria,10
Spain (|V|=950),Urretxu,10
Spain (|V|=950),Errenteria,9
Spain (|V|=950),Ordizia,10
Spain (|V|=950),Azpeitia,10
Spain (|V|=950),Deba,10
Spain (|V|=950),Eibar,11
Spain (|V|=950),Hondarribia,8
Spain (|V|=950),Segura,10
Spain (|V|=950),Abadiño,11
Spain (|V|=950),Santurtzi,11
Spain (|V|=950),Sondika,11
Spain (|V|=950),Galdakao,11
Spain (|V|=950),Areatza,11
Spain (|V|=950),Mungia,11
Spain (|V|=950),Zalla,11
Spain (|V|=950),Plentzia,11
Spain (|V|=950),Mundaka,11
Spain (|V|=950),Berriatua,11
Spain (|V|=950),Gernika-Lumo,11
Spain (|V|=950),Tibi,9
Spain (|V|=950),Campello (el),9
Spain (|V|=950),Cox,9
Spain (|V|=950),Alcalalí,8
Spain (|V|=950),Cocentaina,10
Spain (|V|=950),Nucia (la),9
Spain (|V|=950),Benejúzar,9
Spain (|V|=950),Fondó de les Neus (el)/Hondón de las Nieves,9
Spain (|V|=950),Alicante/Alacant,9
Spain (|V|=950),Novelda,9
Spain (|V|=950),Bocairent,10
Spain (|V|=950),Cañada,9
Spain (|V|=950),Ondara,8
Spain (|V|=950),Pobla del Duc (la),10
Spain (|V|=950),Finestrat,9
Spain (|V|=950),Rojales,9
Spain (|V|=950),Teulada,6
Spain (|V|=950),Onil,9
Spain (|V|=950),Elche/Elx,9
Spain (|V|=950),Elda,9
Spain (|V|=950),Montesinos (Los),9
Spain (|V|=950),Santa Pola,9
Spain (|V|=950),Albocàsser,7
Spain (|V|=950),Alcalà de Xivert,7
Spain (|V|=950),Alcora (l'),7
Spain (|V|=950),Almazora/Almassora,7
Spain (|V|=950),Faura,9
Spain (|V|=950),Nules,8
Spain (|V|=950),Segorbe,9
Spain (|V|=950),Betxí,7
Spain (|V|=950),Useras/Useres (les),7
Spain (|V|=950),Villafranca del Cid/Vilafranca,7
Spain (|V|=950),Càlig,7
Spain (|V|=950),Pobla Tornesa (la),7
Spain (|V|=950),Jérica,8
Spain (|V|=950),Morella,7
Spain (|V|=950),Sant Mateu,7
Spain (|V|=950),Ademuz,3
Spain (|V|=950),Ador,10
Spain (|V|=950),Albaida,10
Spain (|V|=950),Quart de Poblet,10
Spain (|V|=950),Catarroja,10
Spain (|V|=950),Riola,10
Spain (|V|=950),Bonrepòs i Mirambell,10
Spain (|V|=950),Estivella,9
Spain (|V|=950),Gavarda,10
Spain (|V|=950),Alborache,10
Spain (|V|=950),Pobla de Farnals (la),10
Spain (|V|=950),Guadassuar,10
Spain (|V|=950),Alcúdia de Crespins (l'),10
Spain (|V|=950),Catadau,10
Spain (|V|=950),Benifaió,10
Spain (|V|=950),Bellreguard,10
Spain (|V|=950),Chella,10
Spain (|V|=950),Ayora,8
Spain (|V|=950),Benifairó de la Valldigna,10
Spain (|V|=950),Ènova (l'),10
Spain (|V|=950),Benaguasil,10
Spain (|V|=950),Eliana (l'),10
Spain (|V|=950),Camporrobles,6
Spain (|V|=950),Casinos,10
Spain (|V|=950),Chelva,8
Spain (|V|=950),Chiva,10
Spain (|V|=950),Font de la Figuera (la),9
Spain (|V|=950),Jalance,8
Spain (|V|=950),Olocau,10
Spain (|V|=950),Mogente/Moixent,10
Spain (|V|=950),Montroy,10
Spain (|V|=950),Utiel,6
Spain (|V|=950),Siete Aguas,10
Spain (|V|=950),Venta del Moro,6
ADIF (|V|≈485),B6405,2
ADIF (|V|≈485),B1611,2
ADIF (|V|≈485),A1983,2
ADIF (|V|≈485),71707,2
ADIF (|V|≈485),78800,2
ADIF (|V|≈485),B0109,2
ADIF (|V|≈485),72006,1
ADIF (|V|≈485),A2220,2
ADIF (|V|≈485),30100,2
ADIF (|V|≈485),61210,2
ADIF (|V|≈485),B8000,2
ADIF (|V|≈485),B1112,2
ADIF (|V|≈485),A7220,2
ADIF (|V|≈485),74200,1
ADIF (|V|≈485),A7890,2
ADIF (|V|≈485),B5102,2
ADIF (|V|≈485),A0300,2
ADIF (|V|≈485),B7511,1
ADIF (|V|≈485),B1111,2
ADIF (|V|≈485),13201,2
ADIF (|V|≈485),A0720,1
ADIF (|V|≈485),66200,1
ADIF (|V|≈485),B4043,2
ADIF (|V|≈485),71400,2
ADIF (|V|≈485),B0861,2
ADIF (|V|≈485),20400,2
ADIF (|V|≈485),05325,2
ADIF (|V|≈485),B3710,2
ADIF (|V|≈485),31400,2
ADIF (|V|≈485),05461,2
ADIF (|V|≈485),14200,2
ADIF (|V|≈485),15400,2
ADIF (|V|≈485),B6501,2
ADIF (|V|≈485),37200,2
ADIF (|V|≈485),B4005,2
ADIF (|V|≈485),A0426,2
ADIF (|V|≈485),31416,2
ADIF (|V|≈485),B9811,2
ADIF (|V|≈485),54413,2
ADIF (|V|≈485),79300,2
ADIF (|V|≈485),B8801,2
ADIF (|V|≈485),04104,2
ADIF (|V|≈485),70800,2
ADIF (|V|≈485),B1602,2
ADIF (|V|≈485),37803,2
ADIF (|V|≈485),22403,1
ADIF (|V|≈485),A7400,2
ADIF (|V|≈485),20603,1
ADIF (|V|≈485),A7086,2
ADIF (|V|≈485),60108,1
ADIF (|V|≈485),74217,1
ADIF (|V|≈485),15208,2
ADIF (|V|≈485),13506,1
ADIF (|V|≈485),B3760,1
ADIF (|V|≈485),23004,2
ADIF (|V|≈485),A7002,2
ADIF (|V|≈485),B7181,2
ADIF (|V|≈485),42022,1
ADIF (|V|≈485),37315,1
ADIF (|V|≈485),B9701,2
ADIF (|V|≈485),51050,1
ADIF (|V|≈485),B1120,2
ADIF (|V|≈485),20204,2
ADIF (|V|≈485),B0820,2
ADIF (|V|≈485),56312,1
ADIF (|V|≈485),A5030,2
ADIF (|V|≈485),79011,2
ADIF (|V|≈485),35100,2
ADIF (|V|≈485),PK540,1
ADIF (|V|≈485),72305,2
ADIF (|V|≈485),B3503,2
ADIF (|V|≈485),A7083,2
ADIF (|V|≈485),50100,2
ADIF (|V|≈485),05655,2
ADIF (|V|≈485),05451,1
ADIF (|V|≈485),B4301,2
ADIF (|V|≈485),16011,1
ADIF (|V|≈485),12100,1
ADIF (|V|≈485),65017,1
ADIF (|V|≈485),B7901,2
ADIF (|V|≈485),21011,1
ADIF (|V|≈485),B6091,2
ADIF (|V|≈485),B2041,2
ADIF (|V|≈485),B0323,2
ADIF (|V|≈485),B0105,2
ADIF (|V|≈485),B0103,2
ADIF (|V|≈485),B0902,2
ADIF (|V|≈485),15300,2
ADIF (|V|≈485),B3002,2
ADIF (|V|≈485),15410,2
ADIF (|V|≈485),50709,2
ADIF (|V|≈485),11102,2
ADIF (|V|≈485),70001,2
ADIF (|V|≈485),B4100,2
ADIF (|V|≈485),03100,1
ADIF (|V|≈485),64100,2
ADIF (|V|≈485),B2001,2
ADIF (|V|≈485),05455,1
ADIF (|V|≈485),05663,2
ADIF (|V|≈485),A5100,2
ADIF (|V|≈485),B1110,2
ADIF (|V|≈485),60202,2
ADIF (|V|≈485),B5119,2
ADIF (|V|≈485),12023,1
ADIF (|V|≈485),05552,1
ADIF (|V|≈485),B5601,2
ADIF (|V|≈485),94005,2
ADIF (|V|≈485),10620,2
ADIF (|V|≈485),A5031,2
ADIF (|V|≈485),B3120,2
ADIF (|V|≈485),A1702,2
ADIF (|V|≈485),69110,1
ADIF (|V|≈485),05308,2
ADIF (|V|≈485),A7225,2
ADIF (|V|≈485),A6141,1
ADIF (|V|≈485),79308,2
ADIF (|V|≈485),B0320,2
ADIF (|V|≈485),10611,2
ADIF (|V|≈485),51412,1
ADIF (|V|≈485),A6422,2
ADIF (|V|≈485),72503,2
ADIF (|V|≈485),51415,1
ADIF (|V|≈485),79316,1
ADIF (|V|≈485),51101,2
ADIF (|V|≈485),A6000,2
ADIF (|V|≈485),78002,1
ADIF (|V|≈485),A0660,1
ADIF (|V|≈485),60900,2
ADIF (|V|≈485),79206,2
ADIF (|V|≈485),B0860,2
ADIF (|V|≈485),B6504,2
ADIF (|V|≈485),B4054,2
ADIF (|V|≈485),95101,2
ADIF (|V|≈485),60901,2
ADIF (|V|≈485),54412,2
ADIF (|V|≈485),B0201,2
ADIF (|V|≈485),37700,2
ADIF (|V|≈485),A0823,2
ADIF (|V|≈485),05223,2
ADIF (|V|≈485),A6541,2
ADIF (|V|≈485),A1311,2
ADIF (|V|≈485),08244,1
ADIF (|V|≈485),31422,1
ADIF (|V|≈485),55021,1
ADIF (|V|≈485),B1005,2
ADIF (|V|≈485),B6505,2
ADIF (|V|≈485),A7227,2
ADIF (|V|≈485),B4104,2
ADIF (|V|≈485),B3122,2
ADIF (|V|≈485),A7226,2
ADIF (|V|≈485),B5101,2
ADIF (|V|≈485),B1702,2
ADIF (|V|≈485),65000,1
ADIF (|V|≈485),60101,2
ADIF (|V|≈485),16602,1
ADIF (|V|≈485),37805,2
ADIF (|V|≈485),04200,1
ADIF (|V|≈485),79006,2
ADIF (|V|≈485),B0340,2
ADIF (|V|≈485),A6420,2
ADIF (|V|≈485),16501,1
ADIF (|V|≈485),55020,1
ADIF (|V|≈485),XX018,1
ADIF (|V|≈485),37012,1
ADIF (|V|≈485),69108,1
ADIF (|V|≈485),A7087,2
ADIF (|V|≈485),B1507,2
ADIF (|V|≈485),37500,2
ADIF (|V|≈485),05803,1
ADIF (|V|≈485),A9820,2
ADIF (|V|≈485),B4300,2
ADIF (|V|≈485),B3501,2
ADIF (|V|≈485),XX015,1
ADIF (|V|≈485),72212,1
ADIF (|V|≈485),16604,1
ADIF (|V|≈485),A7190,2
ADIF (|V|≈485),10608,1
ADIF (|V|≈485),61101,2
ADIF (|V|≈485),37400,2
ADIF (|V|≈485),55023,1
ADIF (|V|≈485),B5103,2
ADIF (|V|≈485),23006,1
ADIF (|V|≈485),B0817,2
ADIF (|V|≈485),16400,2
ADIF (|V|≈485),55024,1
ADIF (|V|≈485),B6406,2
ADIF (|V|≈485),B1401,2
ADIF (|V|≈485),54516,1
ADIF (|V|≈485),62001,2
ADIF (|V|≈485),23015,2
ADIF (|V|≈485),82100,1
ADIF (|V|≈485),05389,1
ADIF (|V|≈485),B0900,2
ADIF (|V|≈485),B7082,2
ADIF (|V|≈485),16405,1
ADIF (|V|≈485),81209,2
ADIF (|V|≈485),79002,2
ADIF (|V|≈485),71100,2
ADIF (|V|≈485),05019,1
ADIF (|V|≈485),23008,2
ADIF (|V|≈485),B1509,2
ADIF (|V|≈485),13305,2
ADIF (|V|≈485),72400,1
ADIF (|V|≈485),05671,1
ADIF (|V|≈485),14224,1
ADIF (|V|≈485),70101,2
ADIF (|V|≈485),B4303,2
ADIF (|V|≈485),10500,2
ADIF (|V|≈485),B6100,2
ADIF (|V|≈485),65013,2
ADIF (|V|≈485),05443,1
ADIF (|V|≈485),66212,1
ADIF (|V|≈485),B5109,2
ADIF (|V|≈485),A8401,2
ADIF (|V|≈485),B0862,2
ADIF (|V|≈485),51411,1
ADIF (|V|≈485),B4015,2
ADIF (|V|≈485),30002,1
ADIF (|V|≈485),A1984,2
ADIF (|V|≈485),95104,1
ADIF (|V|≈485),15122,2
ADIF (|V|≈485),71101,2
ADIF (|V|≈485),60200,2
ADIF (|V|≈485),B7801,2
ADIF (|V|≈485),XX003,1
ADIF (|V|≈485),B3750,2
ADIF (|V|≈485),A7141,2
ADIF (|V|≈485),10101,2
ADIF (|V|≈485),A7111,2
ADIF (|V|≈485),40100,2
ADIF (|V|≈485),37001,2
ADIF (|V|≈485),20114,1
ADIF (|V|≈485),70400,2
ADIF (|V|≈485),13408,1
ADIF (|V|≈485),B3770,2
ADIF (|V|≈485),A7081,2
ADIF (|V|≈485),60400,2
ADIF (|V|≈485),08224,2
ADIF (|V|≈485),85214,1
ADIF (|V|≈485),71801,2
ADIF (|V|≈485),B7183,2
ADIF (|V|≈485),66006,1
ADIF (|V|≈485),22200,2
ADIF (|V|≈485),05600,1
ADIF (|V|≈485),B2301,2
ADIF (|V|≈485),02030,2
ADIF (|V|≈485),65411,1
ADIF (|V|≈485),05754,2
ADIF (|V|≈485),92102,1
ADIF (|V|≈485),B4041,2
ADIF (|V|≈485),37113,2
ADIF (|V|≈485),72507,2
ADIF (|V|≈485),B1506,2
ADIF (|V|≈485),B0110,2
ADIF (|V|≈485),A0801,2
ADIF (|V|≈485),65400,1
ADIF (|V|≈485),19003,1
ADIF (|V|≈485),B5703,2
ADIF (|V|≈485),B2230,2
ADIF (|V|≈485),11014,2
ADIF (|V|≈485),69109,1
ADIF (|V|≈485),A8249,2
ADIF (|V|≈485),B0815,2
ADIF (|V|≈485),20200,2
ADIF (|V|≈485),B5701,2
ADIF (|V|≈485),15106,2
ADIF (|V|≈485),60004,2
ADIF (|V|≈485),30000,2
ADIF (|V|≈485),65200,2
ADIF (|V|≈485),35607,1
ADIF (|V|≈485),B0333,2
ADIF (|V|≈485),A8248,2
ADIF (|V|≈485),71600,2
ADIF (|V|≈485),15000,2
ADIF (|V|≈485),17009,2
ADIF (|V|≈485),B1508,2
ADIF (|V|≈485),04313,1
ADIF (|V|≈485),B3141,2
ADIF (|V|≈485),A6060,2
ADIF (|V|≈485),B1804,2
ADIF (|V|≈485),98100,2
ADIF (|V|≈485),B0810,2
ADIF (|V|≈485),65301,2
ADIF (|V|≈485),B7510,2
ADIF (|V|≈485),A0427,2
ADIF (|V|≈485),51416,1
ADIF (|V|≈485),A7070,2
ADIF (|V|≈485),A6133,2
ADIF (|V|≈485),13400,1
ADIF (|V|≈485),78200,2
ADIF (|V|≈485),11200,2
ADIF (|V|≈485),50A03,1
ADIF (|V|≈485),10200,2
ADIF (|V|≈485),15019,2
ADIF (|V|≈485),XX011,1
ADIF (|V|≈485),A7080,2
ADIF (|V|≈485),05713,1
ADIF (|V|≈485),73100,2
ADIF (|V|≈485),71901,1
ADIF (|V|≈485),11300,2
ADIF (|V|≈485),B1320,2
ADIF (|V|≈485),64200,2
ADIF (|V|≈485),37600,2
ADIF (|V|≈485),20407,1
ADIF (|V|≈485),08223,1
ADIF (|V|≈485),C4003,2
ADIF (|V|≈485),97018,2
ADIF (|V|≈485),15018,1
ADIF (|V|≈485),70100,2
ADIF (|V|≈485),02003,2
ADIF (|V|≈485),10503,2
ADIF (|V|≈485),05551,2
ADIF (|V|≈485),A2045,2
ADIF (|V|≈485),78004,2
ADIF (|V|≈485),C1160,1
ADIF (|V|≈485),15302,2
ADIF (|V|≈485),B7800,2
ADIF (|V|≈485),B6000,1
ADIF (|V|≈485),A1112,2
ADIF (|V|≈485),B1521,2
ADIF (|V|≈485),78400,2
ADIF (|V|≈485),22300,2
ADIF (|V|≈485),B5410,2
ADIF (|V|≈485),12006,1
ADIF (|V|≈485),XX004,1
ADIF (|V|≈485),54400,2
ADIF (|V|≈485),B5702,2
ADIF (|V|≈485),A6031,2
ADIF (|V|≈485),60600,2
ADIF (|V|≈485),70600,2
ADIF (|V|≈485),05602,2
ADIF (|V|≈485),77310,1
ADIF (|V|≈485),A7110,2
ADIF (|V|≈485),15212,2
ADIF (|V|≈485),A7510,1
ADIF (|V|≈485),78007,2
ADIF (|V|≈485),05405,2
ADIF (|V|≈485),XX005,1
ADIF (|V|≈485),B0824,2
ADIF (|V|≈485),69200,1
ADIF (|V|≈485),B1601,2
ADIF (|V|≈485),PK068,1
ADIF (|V|≈485),B0903,2
ADIF (|V|≈485),64108,1
ADIF (|V|≈485),B0802,2
ADIF (|V|≈485),B4030,2
ADIF (|V|≈485),16403,2
ADIF (|V|≈485),22308,1
ADIF (|V|≈485),50700,2
ADIF (|V|≈485),05329,1
ADIF (|V|≈485),07004,1
ADIF (|V|≈485),65016,1
ADIF (|V|≈485),37603,1
ADIF (|V|≈485),37610,1
ADIF (|V|≈485),65402,2
ADIF (|V|≈485),69011,1
ADIF (|V|≈485),55018,1
ADIF (|V|≈485),B6731,2
ADIF (|V|≈485),B3730,2
ADIF (|V|≈485),21010,2
ADIF (|V|≈485),62107,1
ADIF (|V|≈485),17000,2
ADIF (|V|≈485),18000,2
ADIF (|V|≈485),15301,2
ADIF (|V|≈485),B2302,2
ADIF (|V|≈485),A0320,2
ADIF (|V|≈485),70803,2
ADIF (|V|≈485),51107,1
ADIF (|V|≈485),50512,2
ADIF (|V|≈485),A8250,2
ADIF (|V|≈485),XX006,1
ADIF (|V|≈485),15205,2
ADIF (|V|≈485),35407,1
ADIF (|V|≈485),B3200,2
ADIF (|V|≈485),B7173,2
ADIF (|V|≈485),B6001,2
ADIF (|V|≈485),61404,1
ADIF (|V|≈485),B5073,2
ADIF (|V|≈485),A9060,1
ADIF (|V|≈485),50300,2
ADIF (|V|≈485),00018,1
ADIF (|V|≈485),B6500,2
ADIF (|V|≈485),71500,2
ADIF (|V|≈485),16101,2
ADIF (|V|≈485),81200,2
ADIF (|V|≈485),B0814,2
ADIF (|V|≈485),51005,2
ADIF (|V|≈485),70805,1
ADIF (|V|≈485),10400,2
ADIF (|V|≈485),A2240,2
ADIF (|V|≈485),43023,2
ADIF (|V|≈485),B8100,2
ADIF (|V|≈485),05473,2
ADIF (|V|≈485),10600,2
ADIF (|V|≈485),98001,2
ADIF (|V|≈485),31409,1
ADIF (|V|≈485),50501,2
ADIF (|V|≈485),65501,1
ADIF (|V|≈485),54517,1
ADIF (|V|≈485),78706,2
ADIF (|V|≈485),50500,2
ADIF (|V|≈485),30200,2
ADIF (|V|≈485),B9521,2
ADIF (|V|≈485),04040,2
ADIF (|V|≈485),04031,2
ADIF (|V|≈485),05447,1
ADIF (|V|≈485),05226,1
ADIF (|V|≈485),B6722,2
ADIF (|V|≈485),54301,2
ADIF (|V|≈485),03500,2
ADIF (|V|≈485),14226,1
ADIF (|V|≈485),B3603,2
ADIF (|V|≈485),A5101,2
ADIF (|V|≈485),A7229,2
ADIF (|V|≈485),B1803,2
ADIF (|V|≈485),XX017,1
ADIF (|V|≈485),98305,1
ADIF (|V|≈485),22100,2
ADIF (|V|≈485),03216,2
ADIF (|V|≈485),B0200,2
ADIF (|V|≈485),64003,1
ADIF (|V|≈485),B3021,2
ADIF (|V|≈485),B3531,2
ADIF (|V|≈485),72100,2
ADIF (|V|≈485),XX001,1
ADIF (|V|≈485),B2052,2
ADIF (|V|≈485),60911,2
ADIF (|V|≈485),56100,2
ADIF (|V|≈485),20300,2
ADIF (|V|≈485),B7081,2
ADIF (|V|≈485),10100,2
ADIF (|V|≈485),B1511,2
ADIF (|V|≈485),15100,2
ADIF (|V|≈485),14221,2
ADIF (|V|≈485),65002,2
ADIF (|V|≈485),41004,1
ADIF (|V|≈485),62002,2
ADIF (|V|≈485),70706,2
ADIF (|V|≈485),A3140,1
ADIF (|V|≈485),22112,1
ADIF (|V|≈485),78100,2
ADIF (|V|≈485),14100,2
ADIF (|V|≈485),15211,2
ADIF (|V|≈485),05770,2
ADIF (|V|≈485),A0843,2
ADIF (|V|≈485),B5052,2
ADIF (|V|≈485),03310,2
ADIF (|V|≈485),A5040,2
ADIF (|V|≈485),C3308,1
ADIF (|V|≈485),71403,2
ADIF (|V|≈485),B0107,2
ADIF (|V|≈485),51405,1
ADIF (|V|≈485),11004,2
ADIF (|V|≈485),35400,2
ADIF (|V|≈485),62109,2
ADIF (|V|≈485),79200,2
ADIF (|V|≈485),A6131,1
ADIF (|V|≈485),A3760,1
ADIF (|V|≈485),78006,1
ADIF (|V|≈485),A0825,2
ADIF (|V|≈485),67224,1
ADIF (|V|≈485),11000,2
ADIF (|V|≈485),16002,2
ADIF (|V|≈485),04307,2
ADIF (|V|≈485),79400,1
ADIF (|V|≈485),B6411,2
ADIF (|V|≈485),51003,2
ADIF (|V|≈485),B2051,2
ADIF (|V|≈485),B3500,2
ADIF (|V|≈485),14214,2
ADIF (|V|≈485),B0740,2
ADIF (|V|≈485),43019,1
ADIF (|V|≈485),11101,1
ADIF (|V|≈485),79009,2
ADIF (|V|≈485),60100,2
ADIF (|V|≈485),64203,2
ADIF (|V|≈485),05509,2
ADIF (|V|≈485),71905,1
ADIF (|V|≈485),97100,2
ADIF (|V|≈485),A0180,1
ADIF (|V|≈485),08240,2
ADIF (|V|≈485),05779,1
ADIF (|V|≈485),A1510,2
ADIF (|V|≈485),B2300,2
ADIF (|V|≈485),B0826,2
