caso,nodo_u,nodo_v,dist_km,SKR_bits_pulso,viable_QKD
CyL,San Justo de la Vega,Santovenia de la Valdoncina,33.701258699364764,0.003978655243966197,True
CyL,San Justo de la Vega,Villaquilambre,42.71461276328703,0.002623672275860571,True
CyL,San Justo de la Vega,Villamañán,38.459710364701124,0.0031934211919404324,True
CyL,San Justo de la Vega,Santibáñez de Vidriales,42.33414402099074,0.0026701786367372446,True
CyL,Bañeza (La),Santa Marina del Rey,24.28671208592052,0.006148988968056332,True
CyL,Bañeza (La),Santovenia de la Valdoncina,35.70467563285953,0.0036268692708001675,True
CyL,Bañeza (La),Villamañán,26.4236278296579,0.005570130884589082,True
CyL,Bañeza (La),Benavente,37.75405252674708,0.003299232938901423,True
CyL,Bañeza (La),Santibáñez de Vidriales,26.606039111261442,0.005523328026813371,True
CyL,Folgoso de la Ribera,Santa Marina del Rey,40.41156787478216,0.0029181136132047807,True
CyL,Folgoso de la Ribera,Cubillos del Sil,20.110485139754037,0.007460544515678734,True
CyL,Folgoso de la Ribera,Villadecanes,36.706773681447075,0.0034627790570052157,True
CyL,Folgoso de la Ribera,Vega de Espinareda,28.929777707068112,0.004960520120699886,True
CyL,Folgoso de la Ribera,Palacios del Sil,27.520929584305343,0.005294472839751867,True
CyL,Santa Marina del Rey,Santovenia de la Valdoncina,19.6608524172238,0.007617550618031649,True
CyL,Santa Marina del Rey,Villaquilambre,28.297258748747364,0.005107755207200277,True
CyL,Santa Marina del Rey,Villamañán,31.132057971258973,0.004480306159248475,True
CyL,Santa Marina del Rey,Villasabariego,36.4933327726234,0.0034970941715813516,True
CyL,Santa Marina del Rey,Pola de Gordón (La),40.95959005322863,0.0028451807038198935,True
CyL,Sabero,Villaquilambre,39.845851329816256,0.0029953657316153957,True
CyL,Sabero,Gradefes,24.330549995733666,0.006136527530112209,True
CyL,Sabero,Villasabariego,39.95991417367189,0.0029796266238087308,True
CyL,Sabero,Pola de Gordón (La),42.426475426834614,0.0026588172796415893,True
CyL,Sabero,Velilla del Río Carrión,24.828748355796417,0.005996677721317327,True
CyL,Cubillos del Sil,Villadecanes,16.750976704515587,0.008717153774658103,True
CyL,Cubillos del Sil,Vega de Espinareda,13.592080418894295,0.01009248906718622,True
CyL,Cubillos del Sil,Palacios del Sil,30.058555787983465,0.004708264598151433,True
CyL,Cubillos del Sil,Puente de Domingo Flórez,31.59134968842051,0.004386187592222932,True
CyL,Villadecanes,Vega de Espinareda,18.35069256889905,0.008094240792278187,True
CyL,Villadecanes,Palacios del Sil,42.41493142938914,0.0026602351143623104,True
CyL,Villadecanes,Puente de Domingo Flórez,19.156515838488676,0.00779761415044405,True
CyL,Santovenia de la Valdoncina,Villaquilambre,11.86192456323139,0.010936336370443191,True
CyL,Santovenia de la Valdoncina,Gradefes,33.545426804897886,0.004007410938049678,True
CyL,Santovenia de la Valdoncina,Villamañán,24.84903880212671,0.005991050278440033,True
