origen,destino,sp_hops,sp_dist_km,sp_skr_bottleneck,sp_path,mqr_hops,mqr_dist_km,mqr_skr_bottleneck,mqr_path,skr_gain,hop_overhead
Almazán,Trabazos,16,527.04545654256867,0.0014109723906709614,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Huerta de Rey -> Lerma -> Burgos -> Villadiego -> Herrera de Pisuerga -> Saldaña -> Gradefes -> Santovenia de la Valdoncina -> San Justo de la Vega -> Folgoso de la Ribera -> Cubillos del Sil -> Puente de Domingo Flórez -> Puebla de Sanabria -> Trabazos,16,527.04545654256867,0.0014109723906709614,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Huerta de Rey -> Lerma -> Burgos -> Villadiego -> Herrera de Pisuerga -> Saldaña -> Gradefes -> Santovenia de la Valdoncina -> San Justo de la Vega -> Folgoso de la Ribera -> Cubillos del Sil -> Puente de Domingo Flórez -> Puebla de Sanabria -> Trabazos,1,0
Almazán,Traspinedo,6,188.95100910790558,0.0014233262634826336,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Mozoncillo -> Cantalejo -> Campaspero -> Traspinedo,8,210.00437356662496,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo,1.5219727552857036,2
Almazán,Trespaderne,6,191.08216675007304,0.0012911026321685256,Almazán -> Berlanga de Duero -> San Leonardo de Yagüe -> Salas de los Infantes -> Belorado -> Briviesca -> Trespaderne,16,428.99384933667761,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Santovenia de Pisuerga -> Venta de Baños -> Paredes de Nava -> Carrión de los Condes -> Melgar de Fernamental -> Villadiego -> Merindad de Río Ubierna -> Trespaderne,1.6778401197004222,10
Almazán,Valderas,9,303.82779756384275,0.0014233262634826336,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Mozoncillo -> Cantalejo -> Campaspero -> Pedraja de Portillo (La) -> Santovenia de Pisuerga -> Villabrágima -> Valderas,12,319.26619971847896,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando -> Valderas,1.5219727552857036,3
Almazán,Valle de Mena,7,225.37754914582356,0.0012911026321685256,Almazán -> Berlanga de Duero -> San Leonardo de Yagüe -> Salas de los Infantes -> Belorado -> Briviesca -> Trespaderne -> Valle de Mena,18,479.80847235838553,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Santovenia de Pisuerga -> Venta de Baños -> Paredes de Nava -> Carrión de los Condes -> Melgar de Fernamental -> Villadiego -> Merindad de Río Ubierna -> Trespaderne -> Villarcayo de Merindad de Castilla la Vieja -> Valle de Mena,1.6778401197004222,11
Almazán,Vega de Espinareda,13,425.19445354435948,0.0014867731183850876,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Huerta de Rey -> Lerma -> Burgos -> Villadiego -> Herrera de Pisuerga -> Saldaña -> Gradefes -> Santovenia de la Valdoncina -> San Justo de la Vega -> Folgoso de la Ribera -> Vega de Espinareda,17,459.24147384882247,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando -> Benavente -> Santibáñez de Vidriales -> Bañeza (La) -> San Justo de la Vega -> Folgoso de la Ribera -> Vega de Espinareda,1.4570237840028577,4
Almazán,Velilla del Río Carrión,9,282.17656833075006,0.0016546348732545291,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Huerta de Rey -> Lerma -> Burgos -> Villadiego -> Herrera de Pisuerga -> Cervera de Pisuerga -> Velilla del Río Carrión,16,429.18264452380322,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Santovenia de Pisuerga -> Venta de Baños -> Paredes de Nava -> Carrión de los Condes -> Melgar de Fernamental -> Herrera de Pisuerga -> Cervera de Pisuerga -> Velilla del Río Carrión,1.3092095603196785,7
Almazán,Venta de Baños,7,227.38252161319571,0.0014233262634826336,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Mozoncillo -> Cantalejo -> Campaspero -> Traspinedo -> Venta de Baños,10,262.13629054437058,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Santovenia de Pisuerga -> Venta de Baños,1.5219727552857036,3
Almazán,Viana de Cega,7,212.45768386380962,0.0014233262634826336,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Mozoncillo -> Cantalejo -> Campaspero -> Pedraja de Portillo (La) -> Viana de Cega,9,233.86994818636211,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Viana de Cega,1.5219727552857036,2
Almazán,Villabrágima,8,264.55940353020969,0.0014233262634826336,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Mozoncillo -> Cantalejo -> Campaspero -> Pedraja de Portillo (La) -> Santovenia de Pisuerga -> Villabrágima,10,270.32352109183614,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima,1.5219727552857036,2
Almazán,Villada,9,288.06760881720066,0.0016546348732545291,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Huerta de Rey -> Lerma -> Burgos -> Villadiego -> Herrera de Pisuerga -> Carrión de los Condes -> Villada,12,317.70971958716319,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Santovenia de Pisuerga -> Venta de Baños -> Paredes de Nava -> Villada,1.3092095603196785,3
Almazán,Villadecanes,13,432.97144951873838,0.0014867731183850876,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Huerta de Rey -> Lerma -> Burgos -> Villadiego -> Herrera de Pisuerga -> Saldaña -> Gradefes -> Santovenia de la Valdoncina -> San Justo de la Vega -> Folgoso de la Ribera -> Villadecanes,18,467.17315798602397,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando -> Benavente -> Santibáñez de Vidriales -> Bañeza (La) -> San Justo de la Vega -> Folgoso de la Ribera -> Cubillos del Sil -> Villadecanes,1.4570237840028577,5
Almazán,Villadiego,6,192.70399868587495,0.0016546348732545291,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Huerta de Rey -> Lerma -> Burgos -> Villadiego,14,367.9367525940138,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Santovenia de Pisuerga -> Venta de Baños -> Paredes de Nava -> Carrión de los Condes -> Melgar de Fernamental -> Villadiego,1.3092095603196785,8
Almazán,Villalpando,9,289.67670360465297,0.0014233262634826336,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Mozoncillo -> Cantalejo -> Campaspero -> Pedraja de Portillo (La) -> Santovenia de Pisuerga -> Villabrágima -> Villalpando,11,295.44082116627948,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando,1.5219727552857036,2
Almazán,Villamañán,10,333.30417531847979,0.0014233262634826336,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Mozoncillo -> Cantalejo -> Campaspero -> Pedraja de Portillo (La) -> Santovenia de Pisuerga -> Villabrágima -> Valderas -> Villamañán,13,348.742577473116,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando -> Valderas -> Villamañán,1.5219727552857036,3
Almazán,Villaquilambre,10,323.4257541853662,0.0014867731183850876,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Huerta de Rey -> Lerma -> Burgos -> Villadiego -> Herrera de Pisuerga -> Saldaña -> Gradefes -> Villaquilambre,15,408.17189419312234,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando -> Valderas -> Villamañán -> Santa Marina del Rey -> Villaquilambre,1.4570237840028577,5
Almazán,Villaralbo,9,291.14026898457422,0.0014233262634826336,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Mozoncillo -> Cantalejo -> Campaspero -> Pedraja de Portillo (La) -> Seca (La) -> Toro -> Villaralbo,13,344.81984268088388,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedraja de Portillo (La) -> Seca (La) -> Carpio -> Fuentesaúco -> Villaralbo,1.5219727552857036,4
Almazán,Villarcayo de Merindad de Castilla la Vieja,6,224.31813752788176,0.0012911026321685256,Almazán -> Berlanga de Duero -> San Leonardo de Yagüe -> Salas de los Infantes -> Belorado -> Merindad de Río Ubierna -> Villarcayo de Merindad de Castilla la Vieja,17,450.18089162060301,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Santovenia de Pisuerga -> Venta de Baños -> Paredes de Nava -> Carrión de los Condes -> Melgar de Fernamental -> Villadiego -> Merindad de Río Ubierna -> Trespaderne -> Villarcayo de Merindad de Castilla la Vieja,1.6778401197004222,11
Almazán,Villasabariego,10,314.71086239905844,0.0014867731183850876,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Huerta de Rey -> Lerma -> Burgos -> Villadiego -> Herrera de Pisuerga -> Saldaña -> Gradefes -> Villasabariego,14,376.05518495770843,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando -> Valderas -> Villamañán -> Villasabariego,1.4570237840028577,4
Almazán,Villoria,8,270.1465080204153,0.0014233262634826336,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Mozoncillo -> Cantalejo -> Carbonero el Mayor -> Arévalo -> Carpio -> Villoria,12,312.20109482612941,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedraja de Portillo (La) -> Seca (La) -> Carpio -> Villoria,1.5219727552857036,4
Almazán,Vitigudino,10,353.59675126488617,0.0013342311727856664,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Mozoncillo -> Cantalejo -> Carbonero el Mayor -> Arévalo -> Peñaranda de Bracamonte -> Salamanca -> Ledesma -> Vitigudino,18,481.65486241732049,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedraja de Portillo (La) -> Seca (La) -> Carpio -> Fuentesaúco -> Salamanca -> Ledesma -> Bermillo de Sayago -> Fermoselle -> Aldeadávila de la Ribera -> Vitigudino,1.6236045440164231,8
Almazán,Zaratán,7,225.44227285044488,0.0014233262634826336,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Mozoncillo -> Cantalejo -> Campaspero -> Pedraja de Portillo (La) -> Zaratán,9,237.59550284658809,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán,1.5219727552857036,2
Almazán,Ávila,7,234.75825092493031,0.0014233262634826336,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> Mozoncillo -> Cantalejo -> San Cristóbal de Segovia -> Espinar (El) -> Ávila,19,506.98115356696388,0.0021662637949031692,Almazán -> Berlanga de Duero -> Burgo de Osma-Ciudad de Osma -> San Leonardo de Yagüe -> Huerta de Rey -> Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedraja de Portillo (La) -> Seca (La) -> Carpio -> Villoria -> Terradillos -> Guijuelo -> Barco de Ávila (El) -> Candeleda -> Mombeltrán -> Navaluenga -> Ávila,1.5219727552857036,12
Almazán,Ólvega,2,71.184681740783134,0.0016326815411830762,Almazán -> Soria -> Ólvega,2,71.184681740783134,0.0016326815411830762,Almazán -> Soria -> Ólvega,1,0
Aranda de Duero,Arcos de Jalón,5,156.72285511491225,0.0018366556026132874,Aranda de Duero -> Huerta de Rey -> Burgo de Osma-Ciudad de Osma -> Berlanga de Duero -> Almazán -> Arcos de Jalón,5,156.72285511491225,0.0018366556026132874,Aranda de Duero -> Huerta de Rey -> Burgo de Osma-Ciudad de Osma -> Berlanga de Duero -> Almazán -> Arcos de Jalón,1,0
Aranda de Duero,Arévalo,4,121.09007689581941,0.0019390198277886642,Aranda de Duero -> Roa -> Campaspero -> Pedrajas de San Esteban -> Arévalo,6,148.5548033212275,0.002338928672677972,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedrajas de San Esteban -> Nava de la Asunción -> Arévalo,1.2062427826462094,2
Aranda de Duero,Barco de Ávila (El),8,253.63304431492134,0.0013342311727856664,Aranda de Duero -> Roa -> Campaspero -> Pedrajas de San Esteban -> Arévalo -> Peñaranda de Bracamonte -> Terradillos -> Guijuelo -> Barco de Ávila (El),10,260.17217003356308,0.0021790861345501646,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedraja de Portillo (La) -> Seca (La) -> Carpio -> Villoria -> Terradillos -> Guijuelo -> Barco de Ávila (El),1.6332148273830036,2
Aranda de Duero,Barruelo de Santullán,5,169.86520881639734,0.0016322027547049575,Aranda de Duero -> Lerma -> Burgos -> Villadiego -> Herrera de Pisuerga -> Barruelo de Santullán,14,356.85163791748789,0.0022617835282745225,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando -> Valderas -> Villamañán -> Villasabariego -> Gradefes -> Sabero -> Velilla del Río Carrión -> Cervera de Pisuerga -> Barruelo de Santullán,1.3857246115746018,9
Aranda de Duero,Bañeza (La),8,226.62009892975928,0.0017933668033621032,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando -> Benavente -> Bañeza (La),9,244.71183639583637,0.0022617835282745225,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando -> Benavente -> Santibáñez de Vidriales -> Bañeza (La),1.2611940424202444,1
Aranda de Duero,Belorado,3,117.93799606348,0.0014201132410659287,Aranda de Duero -> Lerma -> Burgos -> Belorado,12,312.13475937219584,0.002338928672677972,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Santovenia de Pisuerga -> Venta de Baños -> Paredes de Nava -> Carrión de los Condes -> Melgar de Fernamental -> Villadiego -> Merindad de Río Ubierna -> Briviesca -> Belorado,1.6470015242744909,9
Aranda de Duero,Benavente,7,188.86604640301221,0.0022617835282745225,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando -> Benavente,7,188.86604640301221,0.0022617835282745225,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando -> Benavente,1,0
Aranda de Duero,Berlanga de Duero,3,92.072502771075108,0.0018949230085870815,Aranda de Duero -> Huerta de Rey -> Burgo de Osma-Ciudad de Osma -> Berlanga de Duero,4,105.80879502490957,0.0021662637949031692,Aranda de Duero -> Huerta de Rey -> San Leonardo de Yagüe -> Burgo de Osma-Ciudad de Osma -> Berlanga de Duero,1.1431935678053793,1
Aranda de Duero,Bermillo de Sayago,7,222.05293472379068,0.0014408401300642294,Aranda de Duero -> Roa -> Campaspero -> Pedrajas de San Esteban -> Seca (La) -> Toro -> Villaralbo -> Bermillo de Sayago,11,294.43893836380738,0.0023042929451324275,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedraja de Portillo (La) -> Seca (La) -> Carpio -> Fuentesaúco -> Villoria -> Salamanca -> Ledesma -> Bermillo de Sayago,1.5992703819470293,4
Aranda de Duero,Briviesca,3,113.80668125622631,0.0016322027547049575,Aranda de Duero -> Lerma -> Burgos -> Briviesca,11,294.00905832417311,0.002338928672677972,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Santovenia de Pisuerga -> Venta de Baños -> Paredes de Nava -> Carrión de los Condes -> Melgar de Fernamental -> Villadiego -> Merindad de Río Ubierna -> Briviesca,1.4329890486557626,8
Aranda de Duero,Burgo de Osma-Ciudad de Osma,2,70.223504712124907,0.0018949230085870815,Aranda de Duero -> Huerta de Rey -> Burgo de Osma-Ciudad de Osma,3,83.959796965959384,0.0021662637949031692,Aranda de Duero -> Huerta de Rey -> San Leonardo de Yagüe -> Burgo de Osma-Ciudad de Osma,1.1431935678053793,1
Aranda de Duero,Burgos,2,75.129505887724989,0.0016322027547049575,Aranda de Duero -> Lerma -> Burgos,11,297.20396276528021,0.002338928672677972,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Santovenia de Pisuerga -> Venta de Baños -> Paredes de Nava -> Carrión de los Condes -> Melgar de Fernamental -> Villadiego -> Merindad de Río Ubierna -> Burgos,1.4329890486557626,9
Aranda de Duero,Béjar,8,248.82938048235667,0.0013342311727856664,Aranda de Duero -> Roa -> Campaspero -> Pedrajas de San Esteban -> Arévalo -> Peñaranda de Bracamonte -> Terradillos -> Guijuelo -> Béjar,10,255.36850620099841,0.0021790861345501646,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedraja de Portillo (La) -> Seca (La) -> Carpio -> Villoria -> Terradillos -> Guijuelo -> Béjar,1.6332148273830036,2
Aranda de Duero,Campaspero,2,52.249068497328132,0.002338928672677972,Aranda de Duero -> Roa -> Campaspero,2,52.249068497328132,0.002338928672677972,Aranda de Duero -> Roa -> Campaspero,1,0
Aranda de Duero,Candeleda,8,248.9231705849588,0.0017816218199113733,Aranda de Duero -> Mozoncillo -> Cantalejo -> San Cristóbal de Segovia -> Espinar (El) -> Cebreros -> Adrada (La) -> Mombeltrán -> Candeleda,11,293.10173493758413,0.0021790861345501646,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedraja de Portillo (La) -> Seca (La) -> Carpio -> Villoria -> Terradillos -> Guijuelo -> Barco de Ávila (El) -> Candeleda,1.2230912925497079,3
Aranda de Duero,Cantalejo,2,70.910589191673438,0.0017816218199113733,Aranda de Duero -> Mozoncillo -> Cantalejo,7,177.36761797783379,0.0023260083014879016,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedrajas de San Esteban -> Nava de la Asunción -> Carbonero el Mayor -> Cantalejo,1.3055566986733518,5
Aranda de Duero,Carbonero el Mayor,3,103.03222271287663,0.0017816218199113733,Aranda de Duero -> Mozoncillo -> Cantalejo -> Carbonero el Mayor,6,145.24598445663059,0.002338928672677972,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedrajas de San Esteban -> Nava de la Asunción -> Carbonero el Mayor,1.3128087265985111,3
Aranda de Duero,Carpio,5,144.96517455734369,0.0019390198277886642,Aranda de Duero -> Roa -> Campaspero -> Pedrajas de San Esteban -> Seca (La) -> Carpio,6,146.09802322018851,0.002338928672677972,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedraja de Portillo (La) -> Seca (La) -> Carpio,1.2062427826462094,1
Aranda de Duero,Carrión de los Condes,5,170.94583307251602,0.0016322027547049575,Aranda de Duero -> Lerma -> Burgos -> Villadiego -> Herrera de Pisuerga -> Carrión de los Condes,7,181.57674386222183,0.002338928672677972,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Santovenia de Pisuerga -> Venta de Baños -> Paredes de Nava -> Carrión de los Condes,1.4329890486557626,2
Aranda de Duero,Cebreros,5,171.45133887906005,0.0017816218199113733,Aranda de Duero -> Mozoncillo -> Cantalejo -> San Cristóbal de Segovia -> Espinar (El) -> Cebreros,14,370.57356664348288,0.0021790861345501646,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedraja de Portillo (La) -> Seca (La) -> Carpio -> Villoria -> Terradillos -> Guijuelo -> Barco de Ávila (El) -> Candeleda -> Mombeltrán -> Adrada (La) -> Cebreros,1.2230912925497079,9
Aranda de Duero,Cervera de Pisuerga,5,168.01070840796805,0.0016322027547049575,Aranda de Duero -> Lerma -> Burgos -> Villadiego -> Herrera de Pisuerga -> Cervera de Pisuerga,13,338.96900166368874,0.0022617835282745225,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando -> Valderas -> Villamañán -> Villasabariego -> Gradefes -> Sabero -> Velilla del Río Carrión -> Cervera de Pisuerga,1.3857246115746018,8
Aranda de Duero,Ciudad Rodrigo,9,306.76079715296237,0.0013342311727856664,Aranda de Duero -> Roa -> Campaspero -> Pedrajas de San Esteban -> Arévalo -> Peñaranda de Bracamonte -> Salamanca -> Ledesma -> Fuente de San Esteban (La) -> Ciudad Rodrigo,16,427.85698334633207,0.0023042929451324275,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedraja de Portillo (La) -> Seca (La) -> Carpio -> Fuentesaúco -> Villoria -> Salamanca -> Ledesma -> Bermillo de Sayago -> Fermoselle -> Aldeadávila de la Ribera -> Vitigudino -> Fuente de San Esteban (La) -> Ciudad Rodrigo,1.7270567440883753,7
Aranda de Duero,Cubillos del Sil,10,297.06151292448709,0.0016722655625111362,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Valderas -> Villamañán -> San Justo de la Vega -> Folgoso de la Ribera -> Cubillos del Sil,12,317.20047516266857,0.0022617835282745225,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando -> Benavente -> Santibáñez de Vidriales -> Bañeza (La) -> San Justo de la Vega -> Folgoso de la Ribera -> Cubillos del Sil,1.3525265238842472,2
Aranda de Duero,Duruelo de la Sierra,2,70.449038614633537,0.0018752938290302707,Aranda de Duero -> Huerta de Rey -> Duruelo de la Sierra,3,84.978064086357747,0.0021662637949031692,Aranda de Duero -> Huerta de Rey -> Salas de los Infantes -> Duruelo de la Sierra,1.1551596669111641,1
Aranda de Duero,Espinar (El),4,136.96199458780328,0.0017816218199113733,Aranda de Duero -> Mozoncillo -> Cantalejo -> San Cristóbal de Segovia -> Espinar (El),8,199.82907606933477,0.002338928672677972,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedrajas de San Esteban -> Nava de la Asunción -> Carbonero el Mayor -> San Cristóbal de Segovia -> Espinar (El),1.3128087265985111,4
Aranda de Duero,Fermoselle,8,246.50743860335595,0.0014408401300642294,Aranda de Duero -> Roa -> Campaspero -> Pedrajas de San Esteban -> Seca (La) -> Toro -> Villaralbo -> Bermillo de Sayago -> Fermoselle,12,318.89344224337265,0.0023042929451324275,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedraja de Portillo (La) -> Seca (La) -> Carpio -> Fuentesaúco -> Villoria -> Salamanca -> Ledesma -> Bermillo de Sayago -> Fermoselle,1.5992703819470293,4
Aranda de Duero,Folgoso de la Ribera,9,276.95102778473307,0.0016722655625111362,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Valderas -> Villamañán -> San Justo de la Vega -> Folgoso de la Ribera,11,297.08999002291455,0.0022617835282745225,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando -> Benavente -> Santibáñez de Vidriales -> Bañeza (La) -> San Justo de la Vega -> Folgoso de la Ribera,1.3525265238842472,2
Aranda de Duero,Fuente de San Esteban (La),8,274.84933944318738,0.0013342311727856664,Aranda de Duero -> Roa -> Campaspero -> Pedrajas de San Esteban -> Arévalo -> Peñaranda de Bracamonte -> Salamanca -> Ledesma -> Fuente de San Esteban (La),15,395.94552563655708,0.0023042929451324275,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedraja de Portillo (La) -> Seca (La) -> Carpio -> Fuentesaúco -> Villoria -> Salamanca -> Ledesma -> Bermillo de Sayago -> Fermoselle -> Aldeadávila de la Ribera -> Vitigudino -> Fuente de San Esteban (La),1.7270567440883753,7
Aranda de Duero,Fuentes de Oñoro,10,331.13721372849716,0.0013342311727856664,Aranda de Duero -> Roa -> Campaspero -> Pedrajas de San Esteban -> Arévalo -> Peñaranda de Bracamonte -> Salamanca -> Ledesma -> Fuente de San Esteban (La) -> Ciudad Rodrigo -> Fuentes de Oñoro,17,452.23339992186686,0.0023042929451324275,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedraja de Portillo (La) -> Seca (La) -> Carpio -> Fuentesaúco -> Villoria -> Salamanca -> Ledesma -> Bermillo de Sayago -> Fermoselle -> Aldeadávila de la Ribera -> Vitigudino -> Fuente de San Esteban (La) -> Ciudad Rodrigo -> Fuentes de Oñoro,1.7270567440883753,7
Aranda de Duero,Fuentesaúco,6,177.2899401244573,0.0019390198277886642,Aranda de Duero -> Roa -> Campaspero -> Pedrajas de San Esteban -> Seca (La) -> Carpio -> Fuentesaúco,7,178.42278878730212,0.0023042929451324275,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Pedraja de Portillo (La) -> Seca (La) -> Carpio -> Fuentesaúco,1.1883802899325353,1
Aranda de Duero,Gradefes,6,210.84602149997602,0.0014867731183850876,Aranda de Duero -> Lerma -> Burgos -> Villadiego -> Herrera de Pisuerga -> Saldaña -> Gradefes,10,261.17108156366385,0.0022617835282745225,Aranda de Duero -> Roa -> Campaspero -> Traspinedo -> Zaratán -> Villabrágima -> Villalpando -> Valderas -> Villamañán -> Villasabariego -> Gradefes,1.5212701254184906,4
