origen,destino,sp_hops,sp_dist_km,sp_skr_bottleneck,mqr_hops,mqr_dist_km,mqr_skr_bottleneck,skr_gain,hop_overhead
Sabero,Vega de Espinareda,4,144.1,0.002623672275860571,7,155.4,0.0041777461710750564,1.5923277497395307,3
Sabero,Villoria,7,259.4,0.0026984674059517457,14,361.8,0.004161695298660283,1.542244049152211,7
Sabero,Guijuelo,8,295.5,0.0025322904116681535,16,417.0,0.004009396556266406,1.5833083511243897,8
Sabero,Santovenia de Pisuerga,5,167.7,0.00273497697536197,11,252.9,0.004161695298660283,1.5216564293414168,6
Sabero,Fuentes de Oñoro,10,358.4,0.0023883323506676685,22,587.6,0.004161695298660283,1.7425109606277633,12
Sabero,Burgo de Osma-Ciudad de Osma,8,275.0,0.0026574481020583606,17,432.4,0.003985783737065429,1.4998538387177491,9
Sabero,San Cristóbal de Segovia,8,276.6,0.0029953657316153957,15,349.2,0.004161695298660283,1.3893780164253557,7
Sabero,Villada,3,101.8,0.00273497697536197,14,338.2,0.004161695298660283,1.5216564293414168,11
Sabero,Lerma,6,198.9,0.0026574481020583606,18,455.8,0.0036891990249717658,1.388248757187111,12
Sabero,Alberca (La),9,339.0,0.0023883323506676685,18,469.1,0.004009396556266406,1.6787431427395616,9
Sabero,Salamanca,7,251.0,0.002906606989877783,14,366.2,0.004161695298660283,1.4318053019047043,7
Sabero,Pola de Gordón (La),1,42.4,0.0026588172796415893,4,85.0,0.005751250470564115,2.163086013695303,3
Sabero,Belorado,6,206.4,0.0026123224996552567,19,465.8,0.004161695298660283,1.5931016554079729,13
Sabero,Valle de Mena,7,229.0,0.0026574481020583606,20,500.3,0.004161695298660283,1.5660495102187653,13
Sabero,Carpio,6,226.5,0.0026984674059517457,12,301.4,0.004161695298660283,1.542244049152211,6
Sabero,Navaluenga,10,363.0,0.0023560875035299883,20,528.7,0.004009396556266406,1.701718017798304,10
Sabero,Nava de la Asunción,7,238.2,0.0029953657316153957,13,305.6,0.004161695298660283,1.3893780164253557,6
Barco de Ávila (El),Villalpando,5,174.2,0.0025322904116681535,24,641.2,0.004009396556266406,1.5833083511243897,19
Barco de Ávila (El),Villaralbo,4,135.6,0.0025322904116681535,6,157.8,0.004009396556266406,1.5833083511243897,2
Barco de Ávila (El),Ólvega,11,439.9,0.0023560875035299883,19,507.5,0.0030034822654554164,1.2747753472464305,8
Barco de Ávila (El),Ledesma,4,128.0,0.0031362578483463644,5,123.6,0.004009396556266406,1.2784014421455865,1
Barco de Ávila (El),Salas de los Infantes,9,352.5,0.0023560875035299883,14,357.8,0.003985783737065429,1.691695971008616,5
Barco de Ávila (El),Puebla de Sanabria,12,385.6,0.0025322904116681535,25,676.2,0.002595504034179046,1.0249630224952162,13
Barco de Ávila (El),Villadecanes,10,327.7,0.0025322904116681535,24,618.4,0.004009396556266406,1.5833083511243897,14
Barco de Ávila (El),Peñaranda de Bracamonte,3,88.4,0.004009396556266406,4,104.3,0.004009396556266406,1.0,1
Barco de Ávila (El),Saldaña,8,295.6,0.0025078270808843,13,338.7,0.004009396556266406,1.5987531942802966,5
Barco de Ávila (El),Candeleda,1,32.9,0.004123109314331464,1,32.9,0.004123109314331464,1.0,0
Barco de Ávila (El),Venta de Baños,7,209.1,0.0033197023416202086,10,262.9,0.004009396556266406,1.2077578480453723,3
Barco de Ávila (El),Cubillos del Sil,10,311.1,0.0025322904116681535,23,601.6,0.004009396556266406,1.5833083511243897,13
Barco de Ávila (El),Villaquilambre,8,281.1,0.0025322904116681535,19,506.2,0.004009396556266406,1.5833083511243897,11
Barco de Ávila (El),Mozoncillo,7,270.9,0.0023560875035299883,13,336.1,0.004009396556266406,1.701718017798304,6
Barco de Ávila (El),Burgos,9,349.1,0.0023560875035299883,15,400.8,0.004009396556266406,1.701718017798304,6
Barco de Ávila (El),Vitigudino,4,116.7,0.0034292129217637904,9,229.6,0.004009396556266406,1.1691885711792438,5
Barco de Ávila (El),Zaratán,6,171.4,0.004009396556266406,8,214.3,0.004009396556266406,1.0,2
Barco de Ávila (El),Arcos de Jalón,11,370.5,0.0024543131108297456,18,473.5,0.003378917933904848,1.3767265142313139,7
Barco de Ávila (El),Miranda de Ebro,11,427.6,0.0023560875035299883,17,462.3,0.003866989995220292,1.6412760516859441,6
Barco de Ávila (El),Aldeadávila de la Ribera,5,162.6,0.002833277034670717,8,201.8,0.004009396556266406,1.4151092558911655,3
Barco de Ávila (El),Viana de Cega,6,160.3,0.004009396556266406,8,203.2,0.004009396556266406,1.0,2
Barco de Ávila (El),Seca (La),5,142.2,0.004009396556266406,7,185.1,0.004009396556266406,1.0,2
Barco de Ávila (El),Roa,7,274.5,0.0023560875035299883,11,282.8,0.004009396556266406,1.701718017798304,4
