nodes,edges,unordered_pairs,mean_skr_gain,median_skr_gain,mean_hop_overhead,median_hop_overhead,pairs_skr_improved,pairs_same_skr,max_skr_gain,max_hop_overhead,adjacency_sha256,coordinates_sha256,skr_model_sha256,python_version,networkx_version,pandas_version,numpy_version,matplotlib_version
100,254,4950,1.4417703475208163,1.4570237840028577,3.9939393939393941,4,4485,465,3.1706533944459441,15,430072428dedb25893468b581d416fd0a45bcd9655e68d085c0855e8952e52ef,ab12f5d6de0c1e9773d3812604640e06e7b10658a5a6135a53b076f52e42a9eb,01bfdc3f0a49a6d55ac9c6936f9c3952792be7efef0290f44bdb1ab5ac2e2402,3.14.6,3.6.1,3.0.5,2.5.1,3.11.1
