,Degree Centrality,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality,Clustering Coefficient,Cluster
Herrera del Duque,0.01053740779768177,0.09132024634334103,0.02612007847347768,3.6146884740566373e-09,0.5777777777777777,0
Villafranca de los Barros,0.01791359325605901,0.07717957059206246,0.009267426110218783,4.600250576385595e-11,0.4852941176470588,2
Guareña,0.011591148577449946,0.08078658380863199,0.008011912651709002,1.1727996732976498e-10,0.5454545454545454,0
Hornachos,0.01053740779768177,0.07910970323441147,0.004016797779956715,2.381755958728427e-11,0.4444444444444444,2
Valle de Santa Ana,0.01685985247629083,0.07382341501361338,0.0029005295760638453,2.8623368898281222e-11,0.625,0
Llerena,0.011591148577449946,0.07671166437636408,0.004278314610990284,1.1401541509102558e-11,0.5272727272727272,0
Puebla de la Calzada,0.014752370916754477,0.07723610319850248,0.00496151117385387,4.4185492010177184e-11,0.5934065934065934,0
Santa Amalia,0.009483667017913592,0.08209342560553633,0.0019347885050387734,2.4674206620351823e-10,0.6388888888888888,0
Puebla de Sancho Pérez,0.01685985247629083,0.07607824274490942,0.006168717729598845,2.7956323046103406e-11,0.5583333333333333,0
Trujillanos,0.0136986301369863,0.08066298342541436,0.009934955636096861,1.0796612827430663e-10,0.5897435897435898,0
Monterrubio de la Serena,0.008429926238145416,0.08416851441241685,0.013223539817871024,9.222824614644559e-11,0.39285714285714285,2
Nava de Santiago (La),0.0136986301369863,0.08027406530197936,0.015552010946853583,1.404683563098143e-10,0.47435897435897434,2
Oliva de la Frontera,0.01685985247629083,0.07101698720347227,0.0035634631338541238,2.082480824078611e-11,0.5083333333333333,0
Valverde de Leganés,0.0136986301369863,0.07331015836230205,0.0016532533135508933,2.353904635570377e-11,0.6410256410256411,0
Roca de la Sierra (La),0.011591148577449946,0.07834557912986048,0.014572836996433572,5.4873560850381485e-11,0.4727272727272727,2
Pueblonuevo del Guadiana,0.011591148577449946,0.0768358837341106,0.0020282863672134296,3.517605836995925e-11,0.6,0
San Vicente de Alcántara,0.0031612223393045306,0.07341791737583166,8.561097565867209e-05,1.091564012620697e-11,0.6666666666666666,1
Siruela,0.008429926238145416,0.08946078431372549,0.006469054388323993,2.7496482615636154e-09,0.7142857142857143,1
Valencia del Ventoso,0.01791359325605901,0.07460691823899371,0.007044316898098584,2.557134542861645e-11,0.5441176470588235,0
Villanueva del Fresno,0.008429926238145416,0.06928018688859687,8.388385461591162e-06,1.1751124974720299e-11,0.8214285714285714,1
Zarza de Granadilla,0.008429926238145416,0.08605368153790352,0.0017865104907640217,2.1410896142727125e-08,0.5357142857142857,0
Alcántara,0.006322444678609061,0.07909651608601434,0.0005660418787508053,3.9580113745377556e-10,0.7333333333333333,1
Montánchez,0.011591148577449946,0.08396743939125818,0.023873164184956636,7.413865252504836e-10,0.4,2
Aldeanueva de la Vera,0.009483667017913592,0.09094393866794442,0.001969737276485917,1.2260003373296613e-07,0.5833333333333334,0
Guadalupe,0.0073761854583772385,0.09038095238095238,0.011566304717139939,8.635102677032902e-09,0.6190476190476191,0
Aliseda,0.01053740779768177,0.07882714511172025,0.006537872733171901,1.8531467670270804e-10,0.35555555555555557,2
Casatejada,0.01053740779768177,0.09273917717189485,0.02978339960335764,1.722315808363355e-07,0.4888888888888889,2
Malpartida de Cáceres,0.009483667017913592,0.08118049615055603,0.023534478754938023,3.249656748932117e-10,0.5,2
Navas del Madroño,0.008429926238145416,0.07972779971435773,0.0009710497484846834,4.70992415231882e-10,0.6071428571428571,0
Cabezuela del Valle,0.012644889357218123,0.09314880251276011,0.06207144802776028,1.262634624714778e-07,0.4393939393939394,2
Cáceres,0.0073761854583772385,0.08336261419536191,0.00340013202569319,9.254936885716895e-10,0.5238095238095238,0
Caminomorisco,0.009483667017913592,0.0861005262202867,0.005535311108509927,1.0599112582446403e-08,0.5,2
Campo Lugar,0.008429926238145416,0.08685703825736775,0.02577186134845896,2.7480585024044284e-09,0.4642857142857143,2
Cañaveral,0.01053740779768177,0.08379690949227372,0.024736232098072516,2.7236129453408754e-09,0.4888888888888889,2
Galisteo,0.008429926238145416,0.08290381759412947,0.000563864335281177,4.236555236827389e-09,0.6785714285714286,1
Castañar de Ibor,0.008429926238145416,0.09258536585365854,0.04758215423151803,1.0954144223768448e-07,0.5,2
Ceclavín,0.0073761854583772385,0.07838440571570165,0.0028307392070802805,6.170740975716335e-10,0.5714285714285714,0
Eljas,0.005268703898840885,0.07904381142761953,0.0016941487472638705,5.026147858262696e-10,0.6,0
Coria,0.011591148577449946,0.08294004544660025,0.004696111665194189,3.274840958673459e-09,0.4727272727272727,2
Gata,0.0073761854583772385,0.08280254777070063,0.0016363832274642013,1.2828189262104066e-09,0.5238095238095238,0
Guijo de Galisteo,0.01053740779768177,0.08294004544660025,0.0026024401215589627,4.2919966376394e-09,0.5333333333333333,0
Logrosán,0.009483667017913592,0.09040678289034962,0.020527488200287738,8.83631291988065e-09,0.5277777777777778,0
Madroñera,0.008429926238145416,0.0887081697513554,0.02981126089897352,8.581319472286811e-09,0.4642857142857143,2
Plasencia,0.01053740779768177,0.08791106993978694,0.027832382013244464,2.5022061159328747e-08,0.5111111111111111,0
Navalmoral de la Mata,0.009483667017913592,0.09282989337767779,0.023136154917267376,2.829737313779007e-07,0.5833333333333334,0
Rosalejo,0.009483667017913592,0.0924230619400078,0.008753838350031943,2.9729890824028684e-07,0.6111111111111112,0
Serradilla,0.008429926238145416,0.0876269621421976,0.009196847533176974,1.2725071325737359e-08,0.4642857142857143,2
Torreorgaz,0.0073761854583772385,0.08283868715083799,0.00535567983857714,5.925625658290469e-10,0.5714285714285714,0
Torrecillas de la Tiesa,0.008429926238145416,0.08993555724033359,0.038115416571672035,3.1581084937673483e-08,0.42857142857142855,2
Cesuras,0.0136986301369863,0.057746136059389074,0.002248251670142849,4.778499591454575e-12,0.6282051282051282,0
Ames,0.015806111696522653,0.0548364728995724,0.0031903810879141668,7.781905557363429e-12,0.4666666666666667,2
Aranga,0.012644889357218123,0.057682956479455386,0.0007887686699532228,3.927932881919268e-12,0.6515151515151515,1
Ferrol,0.01053740779768177,0.05570556468654614,0.00023188206272831661,2.349917715294811e-12,0.6888888888888889,1
Laracha (A),0.012644889357218123,0.05476369092273068,0.0014232762610729382,3.805327381353546e-12,0.5454545454545454,0
Boimorto,0.014752370916754477,0.05778129566488066,0.005453134136424436,6.130580809046782e-12,0.5384615384615384,0
Noia,0.014752370916754477,0.053932711979995454,0.000869539882902005,7.594781697046105e-12,0.5604395604395604,0
Miño,0.012644889357218123,0.055757931844888364,0.00041899222760519443,3.637522113690104e-12,0.6666666666666666,1
Paderne,0.014752370916754477,0.0577004924910318,0.0024118394099034448,4.457684657369746e-12,0.5934065934065934,0
Pobra do Caramiñal (A),0.0136986301369863,0.05391126512526274,0.00048649667885564336,8.399108769900619e-12,0.6153846153846154,0
Vedra,0.015806111696522653,0.05682975028444817,0.006438584703250354,9.88232125585691e-12,0.49523809523809526,2
Cabana de Bergantiños,0.008429926238145416,0.05201710151282613,9.79877144733765e-06,2.0982128415890525e-12,0.75,1
Muxía,0.008429926238145416,0.052034214277881345,1.3322037836518966e-05,2.2659894278434844e-12,0.7142857142857143,1
Cambre,0.0136986301369863,0.05576776165011459,0.003052883894099106,3.915661716814906e-12,0.5897435897435898,0
Dodro,0.014752370916754477,0.054820634278782275,0.0010145992475039639,9.32407559228025e-12,0.5824175824175825,0
Coristanco,0.011591148577449946,0.054751052904863554,0.003683223351149413,3.3969583489693826e-12,0.5818181818181818,0
Cariño,0.0073761854583772385,0.0584647609659931,0.00024319516842764835,8.291668167066126e-13,0.6666666666666666,1
Muros,0.01053740779768177,0.05206561694189938,3.011484585489078e-05,4.854028771733537e-12,0.6444444444444445,0
Cedeira,0.0073761854583772385,0.05561741780460646,1.8045792457305418e-05,1.2733603476216842e-12,0.7619047619047619,1
Cee,0.008429926238145416,0.052054193406834516,2.0442747646145116e-05,2.718460490030599e-12,0.7142857142857143,1
Tordoia,0.01685985247629083,0.05481746765249538,0.003416684043339769,6.228690313869373e-12,0.45,2
Pino (O),0.01685985247629083,0.057774260319006454,0.011010654110513976,7.022906130141551e-12,0.48333333333333334,2
Malpica de Bergantiños,0.0073761854583772385,0.05294281729428173,0.00028800487623876494,1.8799828753174337e-12,0.7619047619047619,1
Vicedo (O),0.009483667017913592,0.05854049719326383,0.0009104110790769216,9.281726281916297e-13,0.6111111111111112,0
Mazaricos,0.011591148577449946,0.05209133823690855,4.531474688206355e-05,4.3378564007574735e-12,0.6363636363636364,0
Melide,0.0136986301369863,0.05996461519019335,0.005352552995609383,6.223275711929786e-12,0.5256410256410257,0
Moeche,0.01053740779768177,0.05855133267522211,0.0005341152417936114,1.8873802573942843e-12,0.6222222222222222,0
Xermade,0.015806111696522653,0.05877252740447142,0.008958221719848588,3.069722924995297e-12,0.41904761904761906,2
Zas,0.011591148577449946,0.05207704549196071,3.85826714446161e-05,3.5022951404128605e-12,0.6363636363636364,0
Abadín,0.012644889357218123,0.06196943972835314,0.0025920454337773086,1.6231949574640644e-12,0.5151515151515151,0
Valadouro (O),0.01053740779768177,0.061767768810205674,0.004159075272704858,1.0705050347548961e-12,0.6222222222222222,0
Monterroso,0.014752370916754477,0.06098971722365039,0.007434688443769014,7.35846431766451e-12,0.4945054945054945,2
Castroverde,0.012644889357218123,0.06442634080108622,0.013157305358527075,2.75243710448246e-12,0.5151515151515151,0
Láncara,0.012644889357218123,0.06440447913131998,0.016680801814708216,3.786294109671451e-12,0.5303030303030303,0
Foz,0.008429926238145416,0.06166341780376868,0.0006001370172857313,8.813187392012242e-13,0.7857142857142857,1
Nogais (As),0.01053740779768177,0.06695357697192042,0.04276790574581422,2.050943558927694e-12,0.4222222222222222,2
Rábade,0.012644889357218123,0.060927067282999486,0.006214690622057066,3.7025852779210974e-12,0.45454545454545453,2
Incio (O),0.011591148577449946,0.06330464945634047,0.004857315564821746,4.036375454057354e-12,0.509090909090909,0
Cervo,0.008429926238145416,0.06165139998700708,0.001183913834988118,7.286570780218276e-13,0.75,1
Peroxa (A),0.015806111696522653,0.05992296520805708,0.007541768126305445,1.1084310220373525e-11,0.5333333333333333,0
Pol,0.012644889357218123,0.0644132220185977,0.012888860984643537,2.5743083712624442e-12,0.5303030303030303,0
Saviñao (O),0.012644889357218123,0.060938804340846336,0.001989061425445774,6.829842193074633e-12,0.5454545454545454,0
Fonsagrada (A),0.01053740779768177,0.0655703724176052,0.007810381731939968,2.1420241604197597e-12,0.5555555555555556,0
Friol,0.015806111696522653,0.0610014784341454,0.022096878781340378,5.624033194060362e-12,0.45714285714285713,2
Portomarín,0.0136986301369863,0.06336382453094745,0.023298206145070534,5.462285264614913e-12,0.5256410256410257,0
Lourenzá,0.012644889357218123,0.061924959216965746,0.008475772704693602,1.6156191347034015e-12,0.5303030303030303,0
Pantón,0.0136986301369863,0.06330042689434365,0.019212311599996583,7.0739453585857235e-12,0.5,2
Riotorto,0.012644889357218123,0.061953257605431515,0.0016787564208840622,1.7798406551397893e-12,0.5303030303030303,0
Ribas de Sil,0.011591148577449946,0.06318242343541944,0.009375224784729741,3.763548675158185e-12,0.43636363636363634,2
Sandiás,0.014752370916754477,0.05670411089866157,0.00015122192041950677,1.071011164487054e-11,0.6373626373626373,0
Bolo (O),0.01685985247629083,0.059892710634269486,0.0060227156941609974,1.3494310708981642e-11,0.5166666666666667,0
Arnoia (A),0.018967334035827184,0.05677195501316104,0.0032978451529673877,1.5669447628048128e-11,0.5424836601307189,0
Leiro,0.014752370916754477,0.056775351480705956,0.0007543813829119417,1.3286623098862224e-11,0.6153846153846154,0
Blancos (Os),0.011591148577449946,0.05656890796375775,3.784040431723571e-05,8.08284063872483e-12,0.7272727272727273,1
Muíños,0.012644889357218123,0.0566060244557113,9.28055847297211e-05,9.74042209826083e-12,0.7121212121212122,1
Baños de Molgas,0.01685985247629083,0.05977576215671454,0.007079814442550372,1.1058632991376495e-11,0.5,2
San Cibrao das Viñas,0.01685985247629083,0.05982097831568331,0.004543790357869963,1.321487272801735e-11,0.575,0
Cerdedo,0.015806111696522653,0.05679573882338859,0.0032507458931439674,1.2875134858189763e-11,0.5238095238095238,0
Celanova,0.014752370916754477,0.05671088801242978,7.239868619186935e-05,1.209701146354294e-11,0.7142857142857143,1
Monterrei,0.008429926238145416,0.05950962563491566,0.0013608228773854896,3.900993222780306e-12,0.6428571428571429,0
Trasmiras,0.01053740779768177,0.05958435361336096,0.0030298989078418855,6.146086738713163e-12,0.6444444444444445,0
Entrimo,0.01053740779768177,0.056545313710302095,0.00020191061891118857,8.413288720065927e-12,0.7111111111111111,1
Padrenda,0.01685985247629083,0.056744797895240374,0.002740707316349838,1.4037886657268404e-11,0.6083333333333333,0
Gudiña (A),0.009483667017913592,0.06291434632723415,0.007589871817983019,1.8022304071110043e-12,0.5,2
Dozón,0.014752370916754477,0.059972194135490396,0.014312686639373198,1.0638324628544963e-11,0.46153846153846156,2
Pobra de Trives (A),0.009483667017913592,0.06310259990690871,0.0041523230066544715,2.6200680107785174e-12,0.5555555555555556,0
Rúa (A),0.008429926238145416,0.0668451081214341,0.027281073673071417,1.6769138919103057e-12,0.5714285714285714,0
Riós,0.008429926238145416,0.059539494322103016,0.0010671040309295824,3.406536218327855e-12,0.6071428571428571,0
Viana do Bolo,0.008429926238145416,0.06288933068257124,0.002688953027955058,1.3757361285734571e-12,0.5714285714285714,0
Vila de Cruces,0.012644889357218123,0.05780241198684371,0.0028685118443252675,7.774379882065698e-12,0.48484848484848486,2
Arbo,0.014752370916754477,0.056663482206830665,0.0016549588527708786,1.2387066154874145e-11,0.5934065934065934,0
Nigrán,0.009483667017913592,0.053758567948790574,7.434189740050955e-05,7.064459140371688e-12,0.75,1
Portas,0.0136986301369863,0.05391126512526274,0.00015932795221476156,9.60473043438836e-12,0.6923076923076923,1
Moaña,0.0136986301369863,0.053865364967646726,0.0003002838936230626,1.0075155877466057e-11,0.6282051282051282,0
Cambados,0.0136986301369863,0.05389901743624695,0.0001771805295892891,9.55496306570893e-12,0.6666666666666666,1
Moraña,0.01685985247629083,0.05681273946360153,0.004335655634533926,1.2501519203125893e-11,0.5333333333333333,0
Covelo,0.01791359325605901,0.05669733540446888,0.0020173500215015685,1.4903338180492302e-11,0.5294117647058824,0
Soutomaior,0.01685985247629083,0.053932711979995454,0.00024644772837985617,1.3510549532210529e-11,0.5666666666666667,0
Rosal (O),0.004214963119072708,0.05117006362557964,0.0,2.8145900119446407e-12,1.0,1
Poio,0.014752370916754477,0.053932711979995454,0.00015572026739844145,1.0880198222721453e-11,0.6483516483516484,1
Mos,0.014752370916754477,0.053889835320840435,0.0010042297737027732,1.1553795822584611e-11,0.5934065934065934,0
Salceda de Caselas,0.011591148577449946,0.053856194313603084,0.0008514956724150329,9.046752431819908e-12,0.6545454545454545,1
Agoncillo,0.0136986301369863,0.08452084075525472,0.00787690493411073,9.561893401886994e-07,0.6666666666666666,1
Albelda de Iregua,0.012644889357218123,0.08505870753786861,0.029325350792949324,7.81788222624779e-07,0.6363636363636364,0
Lardero,0.0136986301369863,0.08509684361549498,0.029875068671764014,9.167045808984876e-07,0.6153846153846154,0
Rincón de Soto,0.015806111696522653,0.08470945282513613,0.009927973556069218,6.053788109480257e-07,0.6095238095238096,0
Castejón,0.015806111696522653,0.08702430077945897,0.02196274408153785,3.8086908659174597e-07,0.5428571428571428,0
Quel,0.0136986301369863,0.08473214285714285,0.030410772778460833,5.235196358714577e-07,0.6410256410256411,0
Nájera,0.009483667017913592,0.0868808935274192,0.016307739944638466,5.897924731144919e-07,0.6666666666666666,1
San Adrián,0.01685985247629083,0.08486094965572745,0.034696704496302744,8.12367796310049e-07,0.6,0
Haro,0.012644889357218123,0.08761887175699382,0.05288894504078923,1.1524418449690249e-06,0.5,2
Elciego,0.011591148577449946,0.08381911323087794,0.0038670829100031653,1.1369428263335592e-06,0.5818181818181818,0
Fitero,0.011591148577449946,0.0868649885583524,0.00950662201419752,2.552798673262732e-07,0.6909090909090909,1
Santo Domingo de la Calzada,0.009483667017913592,0.08680936699597512,0.010445825035598188,5.526807145971245e-07,0.6111111111111112,0
Sartaguda,0.015806111696522653,0.0839377321776048,0.011887028721911946,9.713553536062599e-07,0.6476190476190476,0
Ajalvir,0.023182297154899893,0.10412552117621242,0.0019098499399591144,8.533451247786359e-05,0.5757575757575758,0
Anchuelo,0.018967334035827184,0.10624720107478729,0.020092543012029878,6.307522471701752e-05,0.6470588235294118,0
Alcobendas,0.02845100105374078,0.10801274755292511,0.06295764605071305,0.0001027799586318901,0.4700854700854701,2
Móstoles,0.026343519494204423,0.10454996144100474,0.00650209080089388,0.00011469469130090809,0.55,0
Navas del Rey,0.023182297154899893,0.10606907343243545,0.017507501594046366,8.062771939381531e-05,0.5411255411255411,0
Collado Mediano,0.018967334035827184,0.10342197035745423,0.008331896121778733,6.008996511122258e-05,0.5947712418300654,0
Campo Real,0.023182297154899893,0.10606907343243545,0.005941368483108288,9.28895503329266e-05,0.5930735930735931,0
Chinchón,0.023182297154899893,0.10599798950072602,0.017060786658107924,8.809154309108711e-05,0.5411255411255411,0
Pozuelo de Alarcón,0.025289778714436245,0.10605721949038892,0.011290171256414634,0.0001074552321415038,0.5362318840579711,0
Manzanares el Real,0.018967334035827184,0.10521064301552106,0.011129533937840361,5.9853464009441206e-05,0.5620915032679739,0
Villanueva de la Cañada,0.022128556375131715,0.10580889731296689,0.015353106960007298,8.924273823082084e-05,0.5952380952380952,0
Lozoyuela-Navas-Sieteiglesias,0.012644889357218123,0.10387478108581435,0.05351487847107433,2.9957100295340363e-05,0.5909090909090909,0
Navalafuente,0.015806111696522653,0.10380660686939401,0.0033846232159749283,4.580021581913418e-05,0.638095238095238,0
Cadalso de los Vidrios,0.01685985247629083,0.10035956006768189,0.0014935837520157385,4.4430907555889665e-05,0.5833333333333334,0
Tielmes,0.02423603793466807,0.106080930024592,0.007405306666538742,8.541456829790844e-05,0.5375494071146245,0
Torrejón de la Calzada,0.02423603793466807,0.10532741398446172,0.00869535129945836,0.00010838214831923314,0.6007905138339921,0
Ciempozuelos,0.02423603793466807,0.10676116548543144,0.043345546077629325,0.00010284296183275018,0.5810276679841897,0
Galapagar,0.022128556375131715,0.10460758377425045,0.01218496074553873,7.56060840929631e-05,0.5523809523809524,0
Mejorada del Campo,0.02423603793466807,0.10623530728758536,0.00852022615198252,9.930387227470377e-05,0.5691699604743083,0
San Lorenzo de El Escorial,0.018967334035827184,0.1037612070850645,0.005005554707274546,6.263693289863524e-05,0.6274509803921569,0
Fuentidueña de Tajo,0.01685985247629083,0.10395443093438493,0.004117955694211611,4.9656681421477296e-05,0.575,0
Fresnedillas de la Oliva,0.02107481559536354,0.10544444444444444,0.025364296289446652,7.465581071768292e-05,0.5789473684210527,0
Getafe,0.0273972602739726,0.10731652154246296,0.03239046551139024,0.00012008413470716937,0.5353846153846153,0
Molar (El),0.01791359325605901,0.10417124039517014,0.0027637540367789265,5.515464281363546e-05,0.6176470588235294,0
Villanueva de Perales,0.023182297154899893,0.10682125168842864,0.036246452686315676,9.144124666333855e-05,0.5800865800865801,0
Rascafría,0.0136986301369863,0.10574994428348562,0.03926878521921182,3.147173917305506e-05,0.5641025641025641,0
Fortuna,0.015806111696522653,0.08306345733041576,0.006648199147477579,3.16611331010164e-07,0.5523809523809524,0
Blanca,0.012644889357218123,0.0863905325443787,0.006686050373234432,1.3433651059823885e-07,0.5606060606060606,0
Águilas,0.008429926238145416,0.07684210526315789,0.004129420213014735,4.056848074326442e-09,0.6071428571428571,0
Campos del Río,0.011591148577449946,0.0839080459770115,0.002100358504448988,9.037812926011219e-08,0.6545454545454545,1
Alguazas,0.015806111696522653,0.08478513356562137,0.014493223984835641,1.6976917904134855e-07,0.5238095238095238,0
Torre-Pacheco,0.011591148577449946,0.08052609249045396,0.002928617404793371,1.2170287703731534e-07,0.5454545454545454,0
Totana,0.01053740779768177,0.08091746248294679,0.01073663009652383,3.067342209944195e-08,0.5555555555555556,0
Librilla,0.012644889357218123,0.08147321428571429,0.0033967954613386294,7.617336393676753e-08,0.5757575757575758,0
Beniel,0.01791359325605901,0.08212184146763586,0.0028804964623207843,2.864933835451831e-07,0.5514705882352942,0
Bullas,0.009483667017913592,0.0843780563705877,0.001092215323680689,3.664011639657771e-08,0.6666666666666666,1
Calasparra,0.01053740779768177,0.08941021292632373,0.01488884500733122,4.4573639935595695e-08,0.4222222222222222,2
Caravaca de la Cruz,0.006322444678609061,0.08659549228944247,0.007971246377040166,1.6842678901489477e-08,0.5333333333333333,0
Unión (La),0.004214963119072708,0.07604166666666666,8.549320086234096e-05,1.8589984786980665e-08,0.8333333333333334,1
Fuente Álamo de Murcia,0.01053740779768177,0.0805397606721548,0.0012270230498277596,5.737976402983443e-08,0.5555555555555556,0
Jumilla,0.009483667017913592,0.087248322147651,0.004792806799750785,1.968081830694212e-07,0.3888888888888889,2
Lorca,0.009483667017913592,0.08125695693124411,0.006473981847673056,1.3896336652060414e-08,0.5,2
Mazarrón,0.009483667017913592,0.07782515991471216,0.0037082147118857518,1.859087131473944e-08,0.4722222222222222,2
Pliego,0.012644889357218123,0.08498253783469151,0.0056824743174650185,7.195514730775886e-08,0.5757575757575758,0
Puerto Lumbreras,0.009483667017913592,0.08060132495328691,0.009549156185363243,4.120591975565678e-09,0.5277777777777778,0
San Pedro del Pinatar,0.009483667017913592,0.07696050604168356,0.0005193283942164495,1.3139713258558712e-07,0.6666666666666666,1
Yecla,0.012644889357218123,0.08728041938747357,0.005115802103195318,6.839579934853303e-07,0.5606060606060606,0
Arróniz,0.018967334035827184,0.08247153906317893,0.010645236431400066,1.8343602989527676e-06,0.5163398692810458,0
Olazti/Olazagutía,0.018967334035827184,0.08045782111064011,0.004763472738696058,4.851410882958565e-06,0.5947712418300654,0
Villava/Atarrabia,0.011591148577449946,0.0800168634064081,0.0022760016566770055,1.0753241603575467e-06,0.5818181818181818,0
Aoiz/Agoitz,0.0073761854583772385,0.07936109717344038,0.00022650551154660727,4.568244633531897e-07,0.8571428571428571,1
Arbizu,0.018967334035827184,0.08041009998305372,0.0028928822179096598,4.354018209792726e-06,0.5751633986928104,0
Mendigorría,0.02107481559536354,0.08126391505394759,0.010770246864712597,1.8551737885516084e-06,0.4473684210526316,2
Estella/Lizarra,0.01791359325605901,0.08199412476239848,0.005831513579540274,2.576773576188459e-06,0.5073529411764706,0
Barañain,0.0136986301369863,0.08011143001857167,0.00193416181148632,1.438300457587921e-06,0.5641025641025641,0
Baztan,0.006322444678609061,0.07510288065843622,9.782609708508724e-05,8.072531566848514e-07,0.8,1
Lesaka,0.009483667017913592,0.07529953185749425,5.728153249417816e-05,1.9051462931554853e-06,0.8333333333333334,1
Fustiñana,0.0136986301369863,0.08774849745723533,0.011792452613686924,1.995415086125062e-07,0.5128205128205128,0
Marcilla,0.014752370916754477,0.08434805795040441,0.005228864045869191,5.689998861698713e-07,0.6153846153846154,0
Carcastillo,0.012644889357218123,0.08312894183601963,0.005787974799192032,4.009700618905606e-07,0.5303030303030303,0
Cáseda,0.009483667017913592,0.0830561876422195,0.00387042542490423,3.922635328480601e-07,0.6388888888888888,0
Ultzama,0.014752370916754477,0.07739988581681755,0.001778982578971382,2.3295746129876497e-06,0.5164835164835165,0
Lekunberri,0.020021074815595362,0.07749469214437367,0.0024574610543620953,4.074295808137591e-06,0.5380116959064327,0
Lerín,0.01685985247629083,0.08395258315640482,0.00827516601484244,1.054299765280697e-06,0.6083333333333333,0
Lumbier,0.008429926238145416,0.08302712160979878,0.0038571711754078046,3.6252202739071437e-07,0.7142857142857143,1
Tafalla,0.015806111696522653,0.08337726234405202,0.002674857301329137,8.164555825206181e-07,0.5619047619047619,0
Salvatierra/Agurain,0.018967334035827184,0.0811666096476223,0.008428608616376737,5.3335315291727085e-06,0.5816993464052288,0
Laudio/Llodio,0.022128556375131715,0.0822428286679955,0.005173841829134665,6.480520476048662e-06,0.638095238095238,0
Aretxabaleta,0.02423603793466807,0.08129175946547884,0.0058392979844484015,7.794897424266905e-06,0.5968379446640316,0
Campezo/Kanpezu,0.02107481559536354,0.08431058990760483,0.02389982335325521,3.651118742295425e-06,0.42105263157894735,2
Legutiano,0.023182297154899893,0.0835460868034158,0.014816436589008223,7.109915055394034e-06,0.5411255411255411,0
Urkabustaiz,0.018967334035827184,0.08431808085295424,0.007637564847564275,5.234117249110363e-06,0.5816993464052288,0
Valdegovía/Gaubea,0.0136986301369863,0.08696050581874828,0.04511075518739117,2.5690858762309695e-06,0.47435897435897434,2
Zarautz,0.020021074815595362,0.07714192814176557,0.001191524387830701,5.924596387172357e-06,0.6374269005847953,0
Irura,0.020021074815595362,0.07713565796960091,0.0006047759654416279,5.635105678581563e-06,0.6608187134502924,1
Lasarte-Oria,0.015806111696522653,0.07634754625905069,6.959052720167659e-05,4.251158308512355e-06,0.7142857142857143,1
Urretxu,0.02107481559536354,0.08019944223780952,0.0013985824839023628,6.654564501427638e-06,0.6789473684210526,1
Errenteria,0.0136986301369863,0.07541921640308352,0.00031995905043626994,3.2865727493917855e-06,0.717948717948718,1
Ordizia,0.022128556375131715,0.08113885088919288,0.003449142941374664,6.231955844379038e-06,0.6142857142857143,0
Azpeitia,0.022128556375131715,0.07919552699657849,0.002025954631101805,6.877160106440609e-06,0.6428571428571429,0
Deba,0.018967334035827184,0.07907674360469961,0.0006250422315893477,6.439784428397125e-06,0.7124183006535948,1
Eibar,0.023182297154899893,0.0802401285194893,0.001984113887205206,7.71566994436303e-06,0.6363636363636364,0
Hondarribia,0.009483667017913592,0.0752816119308266,7.854019811117097e-05,1.9389308390477565e-06,0.8055555555555556,1
Segura,0.02107481559536354,0.08112497862882544,0.0025183718704260252,6.410984970708118e-06,0.6631578947368421,1
Abadiño,0.026343519494204423,0.08095888073707558,0.007406474929564605,8.450848951824362e-06,0.5833333333333334,0
Santurtzi,0.01685985247629083,0.0789780292942743,0.00038784466117365655,4.691661762043141e-06,0.7583333333333333,1
Sondika,0.018967334035827184,0.0799292512423145,0.0017050770339769982,5.753892663544182e-06,0.7320261437908496,1
Galdakao,0.018967334035827184,0.07987543136099655,0.0005120844930413364,6.209741237395918e-06,0.7647058823529411,1
Areatza,0.02423603793466807,0.08324561403508772,0.0061896178724996755,7.65377335669985e-06,0.6007905138339921,0
Mungia,0.018967334035827184,0.07995618838992333,0.0017222874724368879,5.989264661092972e-06,0.738562091503268,1
Zalla,0.020021074815595362,0.08312894183601963,0.013502517363247176,4.9798241436140525e-06,0.6198830409356725,0
Plentzia,0.01685985247629083,0.07886645059419929,0.0005958078279814264,4.792464602058981e-06,0.75,1
Mundaka,0.01791359325605901,0.0797881284681352,0.0012560398505248648,5.963216820540633e-06,0.7279411764705882,1
Berriatua,0.02107481559536354,0.07910310911061098,0.0004924010684800343,7.159249253773768e-06,0.6736842105263158,1
Gernika-Lumo,0.022128556375131715,0.0799157894736842,0.0022600300356330045,7.2285030924204935e-06,0.6714285714285714,1
Tibi,0.018967334035827184,0.08327483327483327,0.003227368805384035,1.4037929857558472e-06,0.5686274509803921,0
Campello (el),0.011591148577449946,0.0788402425853618,0.00010412966467372888,7.496815484179074e-07,0.6909090909090909,1
Cox,0.01685985247629083,0.08245004344048654,0.0027793920204220047,3.753080864976183e-07,0.6166666666666667,0
Alcalalí,0.01053740779768177,0.0781648958075941,9.992152499576474e-06,1.000849833094688e-06,0.8444444444444444,1
Cocentaina,0.023182297154899893,0.08350932770151355,0.004318398864087723,2.2525007602392993e-06,0.5497835497835498,0
Nucia (la),0.012644889357218123,0.07895174708818635,0.00033687003793773614,1.0211777934640458e-06,0.6515151515151515,1
Benejúzar,0.014752370916754477,0.08149420352082438,0.0012481228670814283,3.6329251473691054e-07,0.7252747252747253,1
