red,protocolo,p,S,S_std,C_median,C_median_std,C_mean,C_ci_low,C_ci_high
adif,betweenness_static,0.35,0.05154639175257732,,0.0,,7.982040130589798e-05,,
adif,betweenness_static,0.36,0.05154639175257732,,0.0,,7.982040130589798e-05,,
adif,betweenness_static,0.37,0.04329896907216495,,0.0,,7.557802353569728e-05,,
adif,betweenness_static,0.38,0.04329896907216495,,0.0,,7.557802353569728e-05,,
adif,betweenness_static,0.39,0.03711340206185567,,0.0,,7.006939496460071e-05,,
adif,betweenness_static,0.4,0.03711340206185567,,0.0,,7.006939496460071e-05,,
adif,betweenness_static,0.41,0.030927835051546393,,0.0,,6.189549261507868e-05,,
adif,betweenness_static,0.42,0.030927835051546393,,0.0,,5.753129315916446e-05,,
adif,betweenness_static,0.43,0.030927835051546393,,0.0,,5.753129315916446e-05,,
adif,betweenness_static,0.44,0.030927835051546393,,0.0,,5.753129315916446e-05,,
adif,betweenness_static,0.45,0.030927835051546393,,0.0,,5.013546704291132e-05,,
adif,betweenness_static,0.46,0.0288659793814433,,0.0,,5.013546704291132e-05,,
adif,betweenness_static,0.47,0.0288659793814433,,0.0,,4.367170303884951e-05,,
adif,betweenness_static,0.48,0.0288659793814433,,0.0,,4.367170303884951e-05,,
adif,betweenness_static,0.49,0.024742268041237112,,0.0,,3.434693429886293e-05,,
adif,betweenness_static,0.5,0.024742268041237112,,0.0,,3.434693429886293e-05,,
adif,betweenness_adaptive,0.0,1.0,,3.657112903257548e-05,,0.0003504881883480674,,
adif,betweenness_adaptive,0.01,0.6742268041237114,,0.0,,0.0003132192077286178,,
adif,betweenness_adaptive,0.02,0.3443298969072165,,0.0,,0.0002855785404906529,,
adif,betweenness_adaptive,0.03,0.21855670103092784,,0.0,,0.00027253188404788997,,
adif,betweenness_adaptive,0.04,0.16082474226804125,,0.0,,0.00025142217924276837,,
adif,betweenness_adaptive,0.05,0.12783505154639174,,0.0,,0.00023347992028533335,,
adif,betweenness_adaptive,0.06,0.12577319587628866,,0.0,,0.00022443421786912853,,
adif,betweenness_adaptive,0.07,0.08247422680412371,,0.0,,0.00015508835183453414,,
adif,betweenness_adaptive,0.08,0.061855670103092786,,0.0,,0.00012954117493811212,,
adif,betweenness_adaptive,0.09,0.05567010309278351,,0.0,,0.00012925973069177223,,
adif,betweenness_adaptive,0.1,0.05360824742268041,,0.0,,0.00010533391730298177,,
adif,betweenness_adaptive,0.11,0.03711340206185567,,0.0,,8.701457382773533e-05,,
adif,betweenness_adaptive,0.12,0.03505154639175258,,0.0,,8.699677782737023e-05,,
adif,betweenness_adaptive,0.13,0.0288659793814433,,0.0,,8.699677782737023e-05,,
adif,betweenness_adaptive,0.14,0.026804123711340205,,0.0,,7.952747766437485e-05,,
