red,protocolo,p,S,S_std,C_median,C_median_std,C_mean,C_ci_low,C_ci_high
cyl,betweenness_static,0.01,0.99,,0.0041616952986602,,0.004070314497633997,,
cyl,betweenness_static,0.02,0.98,,0.0041323043093309,,0.003958808942829301,,
cyl,betweenness_static,0.03,0.97,,0.0041150593722082,,0.003891737033011709,,
cyl,betweenness_static,0.04,0.96,,0.004107009430085,,0.003791091137031845,,
cyl,betweenness_static,0.05,0.95,,0.0040093965562664,,0.0036726043243539906,,
cyl,betweenness_static,0.06,0.94,,0.0040093965562664,,0.003482237149725275,,
cyl,betweenness_static,0.07,0.93,,0.0040093965562664,,0.0034091444935106336,,
cyl,betweenness_static,0.08,0.92,,0.0038669899952202,,0.0032936719940619267,,
cyl,betweenness_static,0.09,0.91,,0.0032776137408176,,0.0031305357938927695,,
cyl,betweenness_static,0.1,0.83,,0.0032776137408176,,0.0026327756026734745,,
cyl,betweenness_static,0.11,0.82,,0.0032776137408176,,0.002481502500309118,,
cyl,betweenness_static,0.12,0.81,,0.0032776137408176,,0.002436378081989605,,
cyl,betweenness_static,0.13,0.8,,0.0032355729471900997,,0.0023166735973638277,,
cyl,betweenness_static,0.14,0.79,,0.0029953657316153,,0.002145390604176703,,
cyl,betweenness_static,0.15,0.78,,0.0023749693852375,,0.002067631224612761,,
cyl,betweenness_static,0.16,0.77,,0.0023749693852375,,0.0020039777909744466,,
cyl,betweenness_static,0.17,0.76,,0.0023749693852375,,0.0019467165514122308,,
cyl,betweenness_static,0.18,0.75,,0.0023749693852375,,0.0018959045576797582,,
cyl,betweenness_static,0.19,0.55,,0.0,,0.0012232296564019742,,
cyl,betweenness_static,0.2,0.54,,0.0,,0.001094261505500913,,
cyl,betweenness_static,0.21,0.33,,0.0,,0.0006829091813868858,,
cyl,betweenness_static,0.22,0.33,,0.0,,0.0006721437300717785,,
cyl,betweenness_static,0.23,0.28,,0.0,,0.0005819010972135165,,
cyl,betweenness_static,0.24,0.28,,0.0,,0.0005690583652758911,,
cyl,betweenness_static,0.25,0.27,,0.0,,0.0005398014628156434,,
cyl,betweenness_static,0.26,0.19,,0.0,,0.00041338579648015494,,
cyl,betweenness_static,0.27,0.19,,0.0,,0.00041338579648015494,,
cyl,betweenness_static,0.28,0.19,,0.0,,0.00040871109124702786,,
cyl,betweenness_static,0.29,0.19,,0.0,,0.0003929161707658535,,
cyl,betweenness_static,0.3,0.19,,0.0,,0.0003889375155218874,,
cyl,betweenness_static,0.31,0.19,,0.0,,0.000362590631810652,,
cyl,betweenness_static,0.32,0.19,,0.0,,0.00035959526607903667,,
cyl,betweenness_static,0.33,0.19,,0.0,,0.0003352001905135043,,
cyl,betweenness_static,0.34,0.19,,0.0,,0.00033446747720761134,,
cyl,betweenness_static,0.35,0.19,,0.0,,0.00031874210494269365,,
cyl,betweenness_static,0.36,0.19,,0.0,,0.00031874210494269365,,
cyl,betweenness_static,0.37,0.19,,0.0,,0.00028136810303983626,,
cyl,betweenness_static,0.38,0.18,,0.0,,0.0002601419246878841,,
cyl,betweenness_static,0.39,0.18,,0.0,,0.0002576582256253013,,
cyl,betweenness_static,0.4,0.18,,0.0,,0.0002576582256253013,,
cyl,betweenness_static,0.41,0.18,,0.0,,0.000230730785586266,,
cyl,betweenness_static,0.42,0.18,,0.0,,0.00022614370934136502,,
cyl,betweenness_static,0.43,0.18,,0.0,,0.000221556633096464,,
cyl,betweenness_static,0.44,0.18,,0.0,,0.00021377012099392702,,
cyl,betweenness_static,0.45,0.18,,0.0,,0.0002059558030457362,,
cyl,betweenness_static,0.46,0.18,,0.0,,0.0001935373077328222,,
cyl,betweenness_static,0.47,0.13,,0.0,,0.0001345335782835935,,
cyl,betweenness_static,0.48,0.13,,0.0,,0.0001175231511055795,,
cyl,betweenness_static,0.49,0.13,,0.0,,0.00011041039694381271,,
cyl,betweenness_static,0.5,0.13,,0.0,,0.00011041039694381271,,
cyl,betweenness_adaptive,0.0,1.0,,0.0041616952986602,,0.004146153424158901,,
cyl,betweenness_adaptive,0.01,0.99,,0.0041616952986602,,0.004070314497633997,,
cyl,betweenness_adaptive,0.02,0.98,,0.0040820696881821,,0.003936372975400554,,
cyl,betweenness_adaptive,0.03,0.97,,0.0040820696881821,,0.003834953675341872,,
cyl,betweenness_adaptive,0.04,0.96,,0.0031458724641882,,0.003324453716538551,,
cyl,betweenness_adaptive,0.05,0.95,,0.0023749693852375,,0.0029143378472179207,,
cyl,betweenness_adaptive,0.06,0.54,,0.0,,0.0018279376069437318,,
cyl,betweenness_adaptive,0.07,0.53,,0.0,,0.0017616854770788177,,
cyl,betweenness_adaptive,0.08,0.52,,0.0,,0.001669095501764006,,
cyl,betweenness_adaptive,0.09,0.4,,0.0,,0.00130651754258064,,
cyl,betweenness_adaptive,0.1,0.39,,0.0,,0.0012852025486565929,,
cyl,betweenness_adaptive,0.11,0.39,,0.0,,0.0012337805305891578,,
cyl,betweenness_adaptive,0.12,0.39,,0.0,,0.0011666159748737748,,
cyl,betweenness_adaptive,0.13,0.39,,0.0,,0.0009662123595425092,,
cyl,betweenness_adaptive,0.14,0.31,,0.0,,0.0007625913122080371,,
cyl,betweenness_adaptive,0.15,0.23,,0.0,,0.000617986182142746,,
cyl,betweenness_adaptive,0.16,0.22,,0.0,,0.0006031251042235544,,
cyl,betweenness_adaptive,0.17,0.22,,0.0,,0.000538738087153485,,
cyl,betweenness_adaptive,0.18,0.21,,0.0,,0.0004662657938496662,,
cyl,betweenness_adaptive,0.19,0.17,,0.0,,0.00037810590448575344,,
cyl,betweenness_adaptive,0.2,0.16,,0.0,,0.00035589516836531844,,
cyl,betweenness_adaptive,0.21,0.14,,0.0,,0.0002834950078626463,,
cyl,betweenness_adaptive,0.22,0.13,,0.0,,0.00025897355068895056,,
cyl,betweenness_adaptive,0.23,0.1,,0.0,,0.00022685781125994446,,
cyl,betweenness_adaptive,0.24,0.1,,0.0,,0.00021747073528317827,,
cyl,betweenness_adaptive,0.25,0.1,,0.0,,0.0002071790523409936,,
cyl,betweenness_adaptive,0.26,0.1,,0.0,,0.00018384511752137926,,
cyl,betweenness_adaptive,0.27,0.1,,0.0,,0.0001662403180663563,,
cyl,betweenness_adaptive,0.28,0.1,,0.0,,0.0001632368358009009,,
cyl,betweenness_adaptive,0.29,0.1,,0.0,,0.0001554503236983639,,
cyl,betweenness_adaptive,0.3,0.1,,0.0,,0.0001479992265106155,,
cyl,betweenness_adaptive,0.31,0.09,,0.0,,0.00014443036301680712,,
cyl,betweenness_adaptive,0.32,0.08,,0.0,,0.00013254330250386332,,
cyl,betweenness_adaptive,0.33,0.07,,0.0,,0.0001261408938457551,,
cyl,betweenness_adaptive,0.34,0.07,,0.0,,0.00011218723547584511,,
cyl,betweenness_adaptive,0.35,0.07,,0.0,,0.0001087384256286319,,
cyl,betweenness_adaptive,0.36,0.07,,0.0,,0.0001071211520426162,,
cyl,betweenness_adaptive,0.37,0.07,,0.0,,9.62014233079498e-05,,
cyl,betweenness_adaptive,0.38,0.07,,0.0,,8.88168001370472e-05,,
cyl,betweenness_adaptive,0.39,0.07,,0.0,,8.47347304488651e-05,,
cyl,betweenness_adaptive,0.4,0.06,,0.0,,6.24505433936541e-05,,
cyl,betweenness_adaptive,0.41,0.05,,0.0,,5.55625615471787e-05,,
cyl,betweenness_adaptive,0.42,0.05,,0.0,,5.55625615471787e-05,,
cyl,betweenness_adaptive,0.43,0.05,,0.0,,5.55625615471787e-05,,
cyl,betweenness_adaptive,0.44,0.05,,0.0,,4.7758652004591795e-05,,
cyl,betweenness_adaptive,0.45,0.05,,0.0,,4.46134408011441e-05,,
