nodes,edges,unordered_pairs,mean_skr_gain,median_skr_gain,mean_hop_overhead,median_hop_overhead,pairs_skr_improved,pairs_same_skr,max_skr_gain,max_hop_overhead,case,distance_factor,distance_scenario,routing_output_mode,adjacency_sha256,coordinates_sha256,skr_model_sha256,routing_core_sha256,python_version,networkx_version,pandas_version,numpy_version,matplotlib_version
950,5681,450775,2.179604963197868,2.1693457822638513,30.061651600022184,27,448157,2618,4.6670445507127907,97,espana,1,geodesic_canonical,metrics_only,bdc8557d059795c1fa60a581e4f7e5fa1995f3a97999462cb1d4126b9e67fa61,1009a225de825c1d318b798c6105e83263c8f0dfe8b0fe4cd718925ce7570a36,01bfdc3f0a49a6d55ac9c6936f9c3952792be7efef0290f44bdb1ab5ac2e2402,45b8211dbdd405f3097d9a4df859de3a267f3a8453e7948fcf07aef19eab2621,3.14.6,3.6.1,3.0.5,2.5.1,3.11.1
