red,nodo,nombre,cb_unweighted,cb_weighted,rank_unweighted,rank_weighted
espana,Cortes de Baza,Cortes de Baza,0.010248145828344919,0.01491020972553832,323,399
espana,Covelo,Covelo,0.0020173500215015685,0.004581771618359098,703,645
espana,Cox,Cox,0.0027793920204220047,0.002696598240208436,647,722
espana,Cubillos del Sil,Cubillos del Sil,0.008507995966521641,0.06835087344884466,371,33
espana,Cuerva,Cuerva,0.0013368359127659637,0.033604104698261104,778,154
espana,Cuevas de San Marcos,Cuevas de San Marcos,0.005066781437207791,0.021639478376083196,515,297
espana,Cuéllar,Cuéllar,0.026563278904367837,0.033426258153152553,137,156
espana,Càlig,Càlig,0.0009395731015622568,0.0676261487775273,823,37
espana,Cáceres,Cáceres,0.00340013202569319,0.004695148790865801,604,640
espana,Cádiar,Cádiar,0.002064936467560893,0.00639580637846634,700,569
espana,Cáseda,Cáseda,0.00387042542490423,0.004163832237353999,579,660
espana,Cózar,Cózar,0.003782352632082596,0.009574813372281726,586,485
espana,Cúllar,Cúllar,0.006248190359188136,0.014565632044390497,454,407
espana,Daroca,Daroca,0.04212227966195463,0.03895728570602855,68,128
espana,Deba,Deba,0.0006250422315893477,0.0015561572696998396,847,791
espana,Deltebre,Deltebre,0.00033847452154378734,0.0,875,905
espana,Dodro,Dodro,0.0010145992475039639,0.005591050761850138,815,593
espana,Dozón,Dozón,0.014312686639373198,0.001542818778816698,255,793
espana,Doña Mencía,Doña Mencía,0.014858563914998518,0.0081831641568073,243,518
espana,Duruelo de la Sierra,Duruelo de la Sierra,0.001672928241367507,0.0005935628442997959,737,843
espana,Dúrcal,Dúrcal,0.0011175205332761122,0.003285714920880518,804,696
espana,Eibar,Eibar,0.001984113887205206,0.004261647837163703,710,655
espana,Ejea de los Caballeros,Ejea de los Caballeros,0.003329972285239434,0.058100243205150434,610,57
espana,Ejido (El),Ejido (El),6.66384503151571e-05,0.0002912237176152557,916,857
espana,Elche/Elx,Elche/Elx,0.00022730486918765027,0.005735551079750837,890,589
espana,Elciego,Elciego,0.0038670829100031653,0.014821286452984042,580,403
espana,Elda,Elda,0.010173676238095742,0.018667217990956504,328,342
espana,Eliana (l'),Eliana (l'),0.01065251547679651,0.015594918924206249,314,388
espana,Eljas,Eljas,0.0016941487472638705,0.0,735,905
espana,Encinasola,Encinasola,0.0049971437290696865,0.007104969477086696,522,549
espana,Entrambasaguas,Entrambasaguas,0.004771671296031674,0.003030060512286973,532,706
espana,Entrimo,Entrimo,0.00020191061891118857,0.0,893,905
espana,Errenteria,Errenteria,0.00031995905043626994,1.3338490883141481e-05,879,897
espana,Escalona,Escalona,0.019951071292959966,0.027161613601703768,191,239
espana,Espejo,Espejo,0.000920049484294117,0.031661131192950165,824,177
espana,Espinar (El),Espinar (El),0.053319232416867056,0.008065340820672883,38,523
espana,Espinosa de los Monteros,Espinosa de los Monteros,0.031328048205606945,0.004639571745519378,100,642
espana,Espluga de Francolí (L'),Espluga de Francolí (L'),0.00766179121757157,0.016862075558104688,393,371
espana,Esquivias,Esquivias,0.02762962452791269,0.022439787829071686,130,286
espana,Estella/Lizarra,Estella/Lizarra,0.005831513579540274,0.03722328189122016,479,136
espana,Estivella,Estivella,0.03082642719130529,0.015970619750748066,105,381
espana,Fabara,Fabara,0.010799741922469984,0.025069693614864413,307,265
espana,Falset,Falset,0.006319746673914705,0.0270104440383615,450,242
espana,Faura,Faura,0.005528520889635761,0.022946650482631063,489,279
espana,Fermoselle,Fermoselle,0.0007141118402562887,0.0011826795249718779,841,815
espana,Ferrol,Ferrol,0.00023188206272831661,0.00024231591771040357,889,860
espana,Finestrat,Finestrat,0.0005001743774727295,0.00040015472649424443,864,848
espana,Fitero,Fitero,0.00950662201419752,0.019803212797837387,345,324
espana,Flix,Flix,0.01048908574472257,0.016873190967173973,319,370
espana,Folgoso de la Ribera,Folgoso de la Ribera,0.1133999567826583,0.14564742811664955,1,2
espana,Fondó de les Neus (el)/Hondón de las Nieves,Fondó de les Neus (el)/Hondón de las Nieves,0.01350900111122767,0.018400448173293674,264,344
espana,Fonsagrada (A),Fonsagrada (A),0.007810381731939968,0.02527421714173925,389,262
espana,Font de la Figuera (la),Font de la Figuera (la),0.006672418408371089,0.005195342198983607,435,609
espana,Fonz,Fonz,2.2018218344506353e-05,0.007858594211984189,927,531
espana,Fortuna,Fortuna,0.006648199147477579,0.020430121869345036,437,313
espana,Foz,Foz,0.0006001370172857313,0.003492461529569211,851,686
espana,Freila,Freila,0.011806540078193727,0.02900454842539115,295,223
espana,Fresnedillas de la Oliva,Fresnedillas de la Oliva,0.025364296289446652,0.005093080435546189,151,616
espana,Fresno el Viejo,Fresno el Viejo,0.005652626558613814,0.033895328415876363,485,152
espana,Frigiliana,Frigiliana,0.0011920276338182648,0.004595110109242241,790,643
espana,Friol,Friol,0.022096878781340378,0.006702591668778594,175,559
espana,Fuencaliente,Fuencaliente,0.010920971706068983,0.046875903126986876,305,99
espana,Fuente de Piedra,Fuente de Piedra,0.004172351755441702,0.010655231133816187,561,470
espana,Fuente de San Esteban (La),Fuente de San Esteban (La),0.007361208570457887,0.004741833508956797,407,638
espana,Fuente Álamo de Murcia,Fuente Álamo de Murcia,0.0012270230498277596,0.0019207426871723733,786,773
espana,Fuentes de Ebro,Fuentes de Ebro,0.01471984987032481,0.04855210681463499,246,89
espana,Fuentes de Oñoro,Fuentes de Oñoro,0.0017078282499615174,1.1115409069284568e-05,732,899
espana,Fuentesaúco,Fuentesaúco,0.0827581440333074,0.06620337641665888,11,40
espana,Fuentidueña de Tajo,Fuentidueña de Tajo,0.004117955694211611,0.008020879184395743,568,524
espana,Fustiñana,Fustiñana,0.011792452613686924,0.020667991623427726,296,307
espana,Galapagar,Galapagar,0.01218496074553873,0.04735386571696611,284,97
espana,Galdakao,Galdakao,0.0005120844930413364,0.004552871554778959,863,646
espana,Galera,Galera,0.007054969207233179,0.02349575169065372,419,274
espana,Galisteo,Galisteo,0.000563864335281177,0.022610965128738666,855,284
espana,Gandesa,Gandesa,0.0013377597367084468,0.007827471066590192,777,532
espana,Gata,Gata,0.0016363832274642013,0.0025632133313770213,749,733
espana,Gavarda,Gavarda,0.009187808993781143,0.0029166833397802705,357,709
espana,Gerena,Gerena,0.006710099736084504,0.004452832873155398,432,647
espana,Gerindote,Gerindote,0.0023705915345202315,0.009723759853810139,674,483
espana,Gernika-Lumo,Gernika-Lumo,0.0022600300356330045,0.003670308074677764,686,682
espana,Getafe,Getafe,0.03239046551139024,0.054478842930377525,99,69
espana,Gilena,Gilena,0.007176053259889325,0.0027655137764380005,415,714
espana,Gimenells i el Pla de la Font,Gimenells i el Pla de la Font,0.001169130864978392,0.0416583301098647,797,116
espana,Gineta (La),Gineta (La),0.03455982211990792,0.023522428672420003,89,273
espana,Golmayo,Golmayo,0.0015848115032589774,0.001902958032661518,753,774
espana,Golmés,Golmés,0.01571728661891933,0.03204794742856126,232,169
espana,Grandas de Salime,Grandas de Salime,0.015265658198044553,0.020223375260656342,239,318
espana,Granja de Torrehermosa,Granja de Torrehermosa,0.017833269928765657,0.02445389995242605,208,267
espana,Granollers,Granollers,0.006575662986893832,0.007409531685585093,441,539
espana,Graus,Graus,0.000844256572486853,0.0015828342514661224,834,788
espana,Guadalajara,Guadalajara,0.0073325868192533955,0.02112594647708225,409,303
espana,Guadalcanal,Guadalcanal,0.004399792332078213,0.031356568984451764,549,184
espana,Guadalcázar,Guadalcázar,0.04375839222438362,0.007024938531787847,60,552
espana,Guadalupe,Guadalupe,0.011566304717139939,0.02897564836181101,299,224
espana,Guadassuar,Guadassuar,0.008668869237069032,0.020587960678128875,368,308
espana,Guardia (La),Guardia (La),0.09688456827355167,0.02253538034706753,3,285
espana,Guardiola de Berguedà,Guardiola de Berguedà,0.0014618063496834848,0.002358689804502185,764,745
espana,Guareña,Guareña,0.008011912651709002,0.011991303303944191,383,445
espana,Guaro,Guaro,0.00013384884980156548,0.0038148083925784635,902,675
espana,Gudiña (A),Gudiña (A),0.007589871817983019,8.892327255427654e-05,396,876
espana,Guijo de Galisteo,Guijo de Galisteo,0.0026024401215589627,0.003461338384175214,661,687
espana,Guijuelo,Guijuelo,0.05901219030340703,0.09265360383792844,31,15
espana,Gurrea de Gállego,Gurrea de Gállego,0.019641701513746602,0.055717099500695824,195,62
espana,Gérgal,Gérgal,0.001136151531441534,0.009728206017437853,802,481
espana,Haro,Haro,0.05288894504078923,0.004283878655302272,39,653
espana,Herrera del Duque,Herrera del Duque,0.02612007847347768,0.004346124946090266,142,649
espana,Higuera de la Sierra,Higuera de la Sierra,0.0038286088022585697,0.00890344266449694,584,503
espana,Higuera la Real,Higuera la Real,0.0023489900906485447,0.0016139573968601193,677,784
espana,Hondarribia,Hondarribia,7.854019811117097e-05,0.0,911,905
espana,Horcajo de Santiago,Horcajo de Santiago,0.005181001533058106,0.03241697900966151,507,166
espana,Hornachos,Hornachos,0.004016797779956715,0.010826408433483169,569,469
espana,Hostalets de Pierola (Els),Hostalets de Pierola (Els),0.013108700547834296,0.00933472053638518,270,492
espana,Huelva,Huelva,0.0013914314351427927,0.0018851733781506627,770,776
espana,Huerta de Rey,Huerta de Rey,0.008932840402788947,0.02314895092769204,362,277
espana,Huesca,Huesca,0.0061105707259180506,0.0003957085628665306,462,849
espana,Huete,Huete,0.009968908193494214,0.03287271078150218,334,162
espana,Huétor Tájar,Huétor Tájar,0.009758511619769882,0.009412528399870172,339,490
espana,Híjar,Híjar,0.010508474849838313,0.019185196053585162,317,335
espana,Ibias,Ibias,0.023226268523778258,0.01737338437529178,167,366
espana,Ibros,Ibros,0.05011563260657298,0.025034124305842703,45,266
espana,Igualada,Igualada,0.011982014938354883,0.025707718095441347,290,257
espana,Incio (O),Incio (O),0.004857315564821746,0.004590663945614527,527,644
espana,Irura,Irura,0.0006047759654416279,0.002027450614237505,849,767
espana,Iruña Oka/Iruña de Oca,Iruña Oka/Iruña de Oca,0.00531334310470957,0.008087571638811452,500,522
espana,Isla Mayor,Isla Mayor,0.003404722876071525,0.0015494880242582687,603,792
espana,Isona i Conca Dellà,Isona i Conca Dellà,0.0013340437515080613,0.0033479612116685117,779,694
espana,Itrabo,Itrabo,0.0015220897246080293,0.004792964390675505,759,633
espana,Iznatoraf,Iznatoraf,0.033285074416167536,0.028573270553502908,92,233
espana,Jabalquinto,Jabalquinto,0.005016320664550937,0.03641185702916239,519,143
espana,Jabugo,Jabugo,0.005037160968343827,0.007967525220863178,517,527
espana,Jaca,Jaca,0.0005243038407857045,0.0,860,905
espana,Jadraque,Jadraque,0.0038814316503285044,0.07654515301472124,578,24
espana,Jalance,Jalance,0.0422519252438972,0.028362077781186504,67,234
espana,Jamilena,Jamilena,0.010126005343452081,0.002674367422069867,330,723
espana,Jerez del Marquesado,Jerez del Marquesado,0.007381834508316253,0.006329113924050633,406,573
espana,Jimena de la Frontera,Jimena de la Frontera,0.0014034413700303057,0.00231200508641119,768,748
espana,Jonquera (La),Jonquera (La),5.6402438522615396e-05,0.0,920,905
espana,Jumilla,Jumilla,0.004792806799750785,0.014734586262243624,529,404
espana,Juneda,Juneda,0.022214542481816348,0.0066559069506875995,172,561
espana,Jérica,Jérica,0.042913132333598815,0.015821673269219655,64,384
espana,Lagartera,Lagartera,0.036282739507918986,0.04306554089803613,84,111
espana,Laguna de Duero,Laguna de Duero,0.044491172207982946,0.028855601943862736,57,226
espana,Lahiguera,Lahiguera,0.05354053372086728,0.042309693081324776,35,113
espana,Lalueza,Lalueza,0.0667588034081723,0.05513687514727917,20,64
espana,Lantejuela (La),Lantejuela (La),0.0017104991601152295,0.013018367101946086,731,428
espana,Laracha (A),Laracha (A),0.0014232762610729382,0.003136768439352105,767,702
espana,Lardero,Lardero,0.029875068671764014,0.03519805435879651,112,150
espana,Lasarte-Oria,Lasarte-Oria,6.959052720167659e-05,0.0016161804786739762,915,783
espana,Laudio/Llodio,Laudio/Llodio,0.005173841829134665,0.024336076616291634,508,268
espana,Lebrija,Lebrija,0.003255847945528718,0.005053064962896764,615,618
espana,Ledesma,Ledesma,0.011832781949533425,0.0059200668703009605,294,586
espana,Legutiano,Legutiano,0.014816436589008223,0.01392983064562742,244,414
espana,Leiro,Leiro,0.0007543813829119417,0.00507751886284919,839,617
espana,Lekunberri,Lekunberri,0.0024574610543620953,0.003399092093387221,668,692
espana,Lepe,Lepe,7.660885647783433e-06,0.002107481559536354,935,760
espana,Lerma,Lerma,0.04675576525799156,0.018046978164890422,54,349
espana,Lerín,Lerín,0.00827516601484244,0.01621293566845847,377,380
espana,Lesaka,Lesaka,5.728153249417816e-05,0.001878504132709092,919,777
espana,Letur,Letur,0.025609501036332864,0.03435995251497245,149,151
espana,Lezuza,Lezuza,0.03125369040262102,0.006513629714600757,101,565
espana,León,León,0.0102360810016177,0.02858660904438605,325,232
espana,Librilla,Librilla,0.0033967954613386294,0.016995460466936105,605,369
espana,Lillo,Lillo,0.010027793931034057,0.07113417187979351,333,28
espana,Limpias,Limpias,0.005441139662037082,0.0010693023524651754,493,824
espana,Liétor,Liétor,0.02639247125573772,0.039537510059445204,140,124
espana,Llanes,Llanes,0.012174004133232283,0.031398807538915045,286,182
espana,Lleida,Lleida,0.025825114015833983,0.02212633329331786,146,291
espana,Llerena,Llerena,0.004278314610990284,0.015639380560483387,556,387
espana,Logrosán,Logrosán,0.020527488200287738,0.031169830112087786,189,185
espana,Lominchar,Lominchar,0.01047967336979854,0.00321235322102324,320,699
espana,Lora del Río,Lora del Río,0.010775857598420827,0.02058351451450116,309,309
espana,Lorca,Lorca,0.006473981847673056,0.018051424328518136,445,348
espana,Lourenzá,Lourenzá,0.008475772704693602,0.0016072881514185484,372,785
espana,Lozoyuela-Navas-Sieteiglesias,Lozoyuela-Navas-Sieteiglesias,0.05351487847107433,0.021374931640234223,36,301
espana,Luisiana (La),Luisiana (La),0.013967464695406495,0.0036058387020759136,259,683
espana,Lumbier,Lumbier,0.0038571711754078046,0.0,582,905
espana,Lumbrales,Lumbrales,0.002076622203630413,2.8900063580139876e-05,699,889
espana,Lumpiaque,Lumpiaque,0.013659874765966579,0.02653470453019612,261,249
espana,Láncara,Láncara,0.016680801814708216,0.033186165317256,224,157
espana,Madrigal de la Vera,Madrigal de la Vera,0.03291194753521401,0.01891175699048076,98,340
espana,Madrigal de las Altas Torres,Madrigal de las Altas Torres,0.00785976775445417,0.01374309177326344,387,415
espana,Madroñera,Madroñera,0.02981126089897352,0.045624308065785435,113,104
espana,Magán,Magán,0.0052604917919196505,0.041129236638166755,502,119
espana,Mairena del Alcor,Mairena del Alcor,0.0035948183967740425,0.021546108939901207,593,299
espana,Malagón,Malagón,0.029321400514265964,0.006346898578561488,118,571
espana,Mallén,Mallén,0.0310588370573543,0.0002734390631044004,103,858
espana,Malpartida de Cáceres,Malpartida de Cáceres,0.023534478754938023,0.0012782720429677253,162,809
espana,Malpica de Bergantiños,Malpica de Bergantiños,0.00028800487623876494,0.0,882,905
espana,Manzanares el Real,Manzanares el Real,0.011129533937840361,0.008532188001582834,302,512
espana,Manzanilla,Manzanilla,0.003455850209705188,0.005586604598222424,599,594
espana,Marcilla,Marcilla,0.005228864045869191,0.03907066287853526,503,126
espana,Marinaleda,Marinaleda,0.016497327682564712,0.011050939696682718,226,463
espana,Martín de la Jara,Martín de la Jara,0.00940682315578661,0.01338962176486019,348,423
espana,María de Huerva,María de Huerva,0.03945631914053335,0.04989484823020457,76,83
espana,Mayorga,Mayorga,0.08282887476971842,0.006000097815599809,10,581
espana,Mazaricos,Mazaricos,4.531474688206355e-05,0.0021208200504194957,921,757
espana,Mazarrón,Mazarrón,0.0037082147118857518,0.0013005028611062944,589,808
espana,Mejorada,Mejorada,0.036420096838699414,0.04889001525034124,83,86
espana,Mejorada del Campo,Mejorada del Campo,0.00852022615198252,0.00885231178277823,370,505
espana,Melgar de Fernamental,Melgar de Fernamental,0.006855798154264795,0.048612130023609125,427,88
espana,Melide,Melide,0.005352552995609383,0.012120242049147892,497,442
espana,Membrilla,Membrilla,0.008277653551767178,0.032208009319158966,376,167
espana,Mendigorría,Mendigorría,0.010770246864712597,0.026301280939741142,310,253
espana,Merindad de Río Ubierna,Merindad de Río Ubierna,0.022143363966013435,0.07467554120926759,174,25
espana,Meruelo,Meruelo,0.013521422106245686,0.0,263,905
espana,Miengo,Miengo,0.00022586057658574324,2.2230818138569135e-05,892,891
espana,Miguelturra,Miguelturra,0.014737555866817131,0.04525083032105748,245,105
espana,Mijas,Mijas,0.001524701467920707,2.000773632471222e-05,758,892
espana,Minas de Riotinto,Minas de Riotinto,0.005378047026158293,0.008014209938954173,495,525
espana,Miño,Miño,0.00041899222760519443,0.00022675434501340518,870,862
espana,Moaña,Moaña,0.0003002838936230626,0.00016895421785312543,881,868
espana,Moeche,Moeche,0.0005341152417936114,0.0015405956970028411,858,794
espana,Mogente/Moixent,Mogente/Moixent,0.008869374117375615,0.016815390840013694,364,374
espana,Moià,Moià,0.001991717979738886,0.015332595270171133,707,395
espana,Molar (El),Molar (El),0.0027637540367789265,0.04812527510637447,649,92
espana,Molares (Los),Molares (Los),0.0033075687817912015,0.013551906737271744,611,421
espana,Molina de Aragón,Molina de Aragón,0.0,0.0,943,905
espana,Molinicos,Molinicos,0.01952883416723689,0.0256276871501425,196,258
espana,Molledo,Molledo,0.009530172980621322,0.011851249149671205,344,447
espana,Mollet del Vallès,Mollet del Vallès,0.001650091041555996,0.004941910872203918,746,625
espana,Mombeltrán,Mombeltrán,0.019664273168516634,0.020172244378937634,194,319
espana,Monesterio,Monesterio,0.008205732733031568,0.009741544508320994,378,480
espana,Monreal del Campo,Monreal del Campo,0.04385344681943239,0.039092893696673826,59,125
espana,Montbrió del Camp,Montbrió del Camp,0.027918874115858923,0.05088634271918475,128,79
espana,Montejícar,Montejícar,0.0032815578543642634,0.011964626322177908,613,446
espana,Monterrei,Monterrei,0.0013608228773854896,0.001931858096241658,775,772
espana,Monterroso,Monterroso,0.007434688443769014,0.029578103533366235,402,214
espana,Monterrubio de la Serena,Monterrubio de la Serena,0.013223539817871024,0.015494880242582687,268,390
espana,Montesinos (Los),Montesinos (Los),0.0005314181907946454,0.0018451579055012383,859,778
espana,Montiel,Montiel,0.009560535789484752,0.0024031514407793237,342,742
espana,Montroy,Montroy,0.0042556052728807605,0.003236807120975666,557,698
espana,Monturque,Monturque,0.006078584255231507,0.02213522562057329,464,290
espana,Montánchez,Montánchez,0.023873164184956636,0.009185774054856767,160,494
espana,Moraña,Moraña,0.004335655634533926,0.002180843259393632,553,754
espana,Morella,Morella,0.02417334790272064,0.013031705592829228,156,427
espana,Morón de la Frontera,Morón de la Frontera,0.004794244991091652,0.005350957925953591,528,602
espana,Mos,Mos,0.0010042297737027732,0.0019918813052157945,816,769
espana,Mota del Cuervo,Mota del Cuervo,0.011019057085224186,0.00528648855335174,303,606
espana,Motilla del Palancar,Motilla del Palancar,0.011864902092364692,0.033077234308377015,293,161
espana,Motril,Motril,7.409430427743186e-05,0.0,913,905
espana,Mozoncillo,Mozoncillo,0.00817511224056198,0.004828533699697216,379,630
espana,Mundaka,Mundaka,0.0012560398505248648,8.892327255427654e-06,783,900
espana,Mungia,Mungia,0.0017222874724368879,0.0,729,905
espana,Muros,Muros,3.011484585489078e-05,6.446937260185049e-05,926,878
espana,Muros de Nalón,Muros de Nalón,0.00457759297073615,0.005544366043759142,539,597
espana,Muxía,Muxía,1.3322037836518966e-05,0.0,931,905
espana,Muíños,Muíños,9.28055847297211e-05,3.779239083556753e-05,908,885
espana,Móstoles,Móstoles,0.00650209080089388,0.0061090288244787985,444,577
espana,Nava de Santiago (La),Nava de Santiago (La),0.015552010946853583,0.004210516955444994,234,658
espana,Nava de la Asunción,Nava de la Asunción,0.015231528384529992,0.10008314325983825,240,12
espana,Navahermosa,Navahermosa,0.001672038068276516,0.017973616465033145,739,351
espana,Navalafuente,Navalafuente,0.0033846232159749283,0.03983540302250203,606,123
espana,Navalcán,Navalcán,0.0044255653838360985,0.012520396775642137,545,434
espana,Navalmoral de la Mata,Navalmoral de la Mata,0.023136154917267376,0.03137213055714876,168,183
espana,Navalucillos (Los),Navalucillos (Los),0.001464300247895163,0.0060890210881540865,763,579
espana,Navaluenga,Navaluenga,0.006095198332317473,0.004877441499602069,463,628
espana,Navalvillar de Pela,Navalvillar de Pela,0.015328602396716845,0.01968316637988911,237,328
espana,Navas de la Concepción (Las),Navas de la Concepción (Las),0.029730588844430864,0.004924126217693063,115,626
espana,Navas del Madroño,Navas del Madroño,0.0009710497484846834,0.018420455909618386,819,343
espana,Navas del Marqués (Las),Navas del Marqués (Las),0.01231966821422743,0.036440757092742526,282,142
espana,Navas del Rey,Navas del Rey,0.017507501594046366,0.021866232721096602,214,294
espana,Nerpio,Nerpio,0.030891837645645848,0.029773734732985644,104,209
espana,Nevada,Nevada,0.0010517299382924639,0.0071094156407144095,812,548
espana,Nigrán,Nigrán,7.434189740050955e-05,7.113861804342123e-05,912,877
espana,Noalejo,Noalejo,0.005937933107242641,0.01232476557602273,475,437
espana,Noblejas,Noblejas,0.032967165489074045,0.0597942315473094,96,51
espana,Nogais (As),Nogais (As),0.04276790574581422,0.05698870229822198,65,59
espana,Noia,Noia,0.000869539882902005,0.0004868549172346641,830,844
espana,Novelda,Novelda,0.004147652592524078,0.0008269864347547718,565,830
espana,Nucia (la),Nucia (la),0.00033687003793773614,0.00022675434501340518,876,862
espana,Nules,Nules,0.021745073399755663,0.0002156389359441206,178,864
espana,Nájera,Nájera,0.016307739944638466,0.04898338468652323,227,85
espana,Níjar,Níjar,0.0010772225267028875,0.00044906252639909653,808,847
espana,Obejo,Obejo,0.017678987130139486,0.032701533481835195,211,164
espana,Ogíjares,Ogíjares,0.007340551834902967,0.005161995971775754,408,611
espana,Ojén,Ojén,0.0012238623846660406,0.001207133424924304,787,814
espana,Olazti/Olazagutía,Olazti/Olazagutía,0.004763472738696058,0.03315948833548972,534,159
espana,Olesa de Montserrat,Olesa de Montserrat,0.010171530111710745,0.012656004766287409,329,433
espana,Oliana,Oliana,0.006592936340734692,0.0054109811349277274,440,599
espana,Oliva de la Frontera,Oliva de la Frontera,0.0035634631338541238,0.0008180941074993442,596,832
espana,Olocau,Olocau,0.006930921985304897,0.01470790928047734,425,405
espana,Olot,Olot,0.000827250167293019,0.0013738645609635725,835,804
espana,Olula del Río,Olula del Río,0.004389603319289494,0.0023231204954804745,550,747
espana,Ondara,Ondara,7.367743479392454e-06,0.0013805338064051434,936,803
espana,Onil,Onil,0.0033511480932278295,0.014209938954173391,607,410
espana,Ontur,Ontur,0.016654694763981546,0.03873497752464286,225,130
espana,Orcera,Orcera,0.05924895727522432,0.022108548638807006,29,292
espana,Ordizia,Ordizia,0.003449142941374664,0.0021208200504194957,600,757
espana,Orgaz,Orgaz,0.0050986625007573205,0.017431184502452058,513,364
espana,Oria,Oria,0.006633163856704772,0.004797410554303219,438,632
espana,Ossa de Montiel,Ossa de Montiel,0.012898032006833739,0.014999132998092595,273,397
espana,Osuna,Osuna,0.001315970372161983,0.0066536838688737426,780,562
espana,Paderne,Paderne,0.0024118394099034448,0.0002134158541302637,672,865
espana,Padrenda,Padrenda,0.002740707316349838,0.005686643279845985,651,590
espana,Palacios del Sil,Palacios del Sil,0.018481940717155726,0.0010359561252573216,207,825
espana,Palacios y Villafranca (Los),Palacios y Villafranca (Los),0.0028814413735455185,0.006987146140952279,640,553
espana,Palafolls,Palafolls,0.0022652271141517947,5.3353963532565924e-05,685,882
espana,Palafrugell,Palafrugell,3.8435075381313815e-05,0.0,923,905
espana,Palencia,Palencia,0.01677544879355714,0.0,222,905
espana,Pallaresos (Els),Pallaresos (Els),0.002120386258365081,0.006342452414933774,696,572
espana,Pallejà,Pallejà,0.001722306434953142,0.004979703263039486,728,622
espana,Palomares del Río,Palomares del Río,0.005949608973674553,0.0039170701560158816,473,673
espana,Pantoja,Pantoja,0.02150946629420413,0.005982313161088954,181,583
espana,Pantón,Pantón,0.019212311599996583,0.020170021297123777,200,320
espana,Paradas,Paradas,0.005957021631771728,0.008645565174089537,472,508
espana,Paredes de Nava,Paredes de Nava,0.00386472973419755,0.009792675390039704,581,479
espana,Parra (La),Parra (La),0.001650420897744034,0.009094627700488633,745,498
espana,Paterna de Rivera,Paterna de Rivera,0.001432272418584392,0.0027343906310440037,765,717
espana,Paymogo,Paymogo,6.85420043952793e-06,0.0,937,905
espana,Pedernoso (El),Pedernoso (El),0.04866652108342264,0.035302539204047786,47,149
espana,Pedraja de Portillo (La),Pedraja de Portillo (La),0.003915664269884049,0.08732709981192728,575,20
espana,Pedrajas de San Esteban,Pedrajas de San Esteban,0.07059475292800887,0.08942346596239435,17,18
espana,Pedro Martínez,Pedro Martínez,0.012760365828714577,0.011175432278258705,276,461
espana,Pedroche,Pedroche,0.033024868463248966,0.003339068884413084,95,695
espana,Pedroso (El),Pedroso (El),0.007752696585121772,0.02685705139320537,392,244
espana,Pegalajar,Pegalajar,0.004575463711459694,0.020712453259704864,540,306
espana,Perelló (El),Perelló (El),0.0659259215697385,0.06442935712920107,22,47
espana,Peroxa (A),Peroxa (A),0.007541768126305445,0.017973616465033145,398,351
espana,Peñafiel,Peñafiel,0.006142692892697489,0.017164414684789228,459,368
espana,Peñaflor,Peñaflor,0.01258828691052993,0.019314134798788865,277,331
espana,Peñalsordo,Peñalsordo,0.011707962952046206,0.03699875062802061,297,138
espana,Peñamellera Baja,Peñamellera Baja,0.04232353438400285,0.0007247246713173539,66,835
espana,Peñaranda de Bracamonte,Peñaranda de Bracamonte,0.006299612991417468,0.0019629812416356546,452,770
espana,Peñarroya-Pueblonuevo,Peñarroya-Pueblonuevo,0.007263688693702683,0.02627460395797486,411,254
espana,Piedrabuena,Piedrabuena,0.01491619361707247,0.053398425168843064,241,71
espana,Piedrahíta,Piedrahíta,0.022581641383826682,0.006949353750116712,171,555
espana,Pilas,Pilas,0.0010617057003805405,0.003496907693196925,810,685
espana,Pinar (El),Pinar (El),0.01368379214764703,0.016584190331372574,260,377
espana,Pino (O),Pino (O),0.011010654110513976,0.011508894550337241,304,455
espana,Pinos Genil,Pinos Genil,0.010312266505019332,0.011713418077212077,322,450
espana,Pinseque,Pinseque,0.016085070246336118,0.030751890731082684,230,190
espana,Pioz,Pioz,0.01256981138362063,0.03046066701346743,278,198
espana,Plasencia,Plasencia,0.027832382013244464,0.008185387238621156,129,517
espana,Plentzia,Plentzia,0.0005958078279814264,0.0003312391902646801,852,854
espana,Pliego,Pliego,0.0056824743174650185,0.004750725836212224,483,637
espana,Pobla Tornesa (la),Pobla Tornesa (la),0.006271076956144459,0.07017824669983505,453,29
espana,Pobla de Farnals (la),Pobla de Farnals (la),0.007434109292039836,0.019838782106859097,403,323
espana,Pobla de Montornès (La),Pobla de Montornès (La),0.004769017840330123,0.0,533,905
espana,Pobla de Segur (La),Pobla de Segur (La),0.009468744721708309,0.004159386073726285,346,662
espana,Pobla del Duc (la),Pobla del Duc (la),0.00451679002910752,0.0037881314108121804,542,677
espana,Pobra de Trives (A),Pobra de Trives (A),0.0041523230066544715,0.0260456265311476,564,255
espana,Pobra do Caramiñal (A),Pobra do Caramiñal (A),0.00048649667885564336,0.00010893100887898876,867,875
espana,Poio,Poio,0.00015572026739844145,0.00020230044506097913,898,866
espana,Pol,Pol,0.012888860984643537,0.013018367101946086,274,428
espana,Polopos,Polopos,0.0002434158138232801,0.0011737871977164503,887,816
espana,Polán,Polán,0.0044804306862191124,0.014561185880762783,543,408
espana,Ponts,Ponts,0.0023623546554283827,0.02678591277516195,675,245
espana,Port de la Selva (El),Port de la Selva (El),3.705136356428189e-07,0.0,942,905
espana,Portas,Portas,0.00015932795221476156,0.00036236233565867693,896,851
