cod,nombre,categoria,tipo_dep,tipo_dep_cod,estado,titular,lat,lon,conectado,n_conexiones
B0602,BIF. CANAL DEL DUERO,S,Fin de línea,F,FS,AD,41.6972431861886,-4.67855377116181,NO,0
B1505,BIF. GRIJOTA,S,Bifurcación,B,EX,AD,42.0403633674337,-4.57055118053831,SI,2
C5441,KM 59.560,S,Cargadero,K,EX,AV,37.1363549964352,-4.21839658583821,SI,2
C5442,KM 86.520,S,Cargadero,K,EX,AD,37.232504046527,-3.98196925595885,SI,2
46A06,CENTRO TRATAMIENTO TECNICO VALENCIA FUENTE S. LUIS,S,Otro,O,EX,AD,39.4415564956113,-0.375689239720212,SI,2
80113,CAPARROSO,S,Túnel,T,EX,AD,42.3808863639216,-1.6451197127018,SI,2
33004,ROBLIZA (APD),S,Apartadero,Y,FS,AD,40.8813130820355,-5.98132923617038,SI,2
57003,IZNALLOZ,P,Túnel,T,EX,AD,37.3958776469817,-3.52788503735195,SI,2
57004,DEIFONTES,S,Túnel,T,EX,AD,37.3325964351588,-3.59650454039289,SI,2
57005,CALICASAS,S,Apartadero,Y,FS,AD,37.2908528554019,-3.66030628624367,SI,2
55001,CAMPILLOS,P,Apeadero,A,EX,AD,37.0321883086903,-4.86351165250712,SI,2
55002,TEBA (APD),S,Apartadero,Y,FS,AD,36.9945649782244,-4.92396826136573,SI,2
55005,SETENIL,P,Túnel,T,EX,AD,36.8624474515066,-5.12111402228989,SI,2
55010,BENAOJAN-MONTEJAQUE,P,Túnel,T,EX,AD,36.7137657440758,-5.24640150105862,SI,2
10201,SAN YAGO (APD),P,Punto KM,P,EX,AD,40.617857039112,-4.03111419148919,SI,2
22109,SALVATERRA,P,Túnel,T,EX,AD,42.0816024745733,-8.49521972420112,SI,2
22107,SELA (APD),P,Punto KM,P,EX,AD,42.0920415993558,-8.35598992580336,SI,2
22105,POUSA-CRECENTE (APD),P,Punto KM,P,EX,AD,42.1366713028804,-8.23491295663729,SI,2
22103,FILGUEIRA,P,Túnel,T,EX,AD,42.2199248153649,-8.18479219476023,SI,2
22108,AS NEVES,P,Túnel,T,EX,AD,42.0754460733044,-8.42011033299789,SI,2
22106,ARBO,P,Túnel,T,EX,AD,42.1070011751459,-8.30020542940331,SI,2
22104,FRIEIRA,P,Túnel,T,EX,AD,42.1548724603615,-8.2010382807622,SI,2
22203,AS GANDARAS,S,Estación,E,EX,AD,42.1101465964625,-8.62239306179703,SI,2
22201,O PORRIÑO,P,Túnel,T,EX,AD,42.1640735621258,-8.62199331258832,SI,2
22202,LOUREDO-VALOS,S,Túnel,T,EX,AD,42.234370417792,-8.59673382670591,SI,2
22302,CHAPELA (APD),S,Fin de línea,F,FS,AD,42.2681580107725,-8.6708826978235,NO,0
34002,CARDEÑOSA DE AVILA,P,Túnel,T,EX,AD,40.7391905281845,-4.75079750367474,SI,2
21007,BARALLOBRE (APD),P,Punto KM,P,EX,AD,43.4628811301127,-8.18861629302514,SI,2
A7229,CASTELLBISBAL-AGUJAS MOLINS,S,Bifurcación,B,EX,AD,41.4438970400872,1.99299938506089,SI,4
A5440,"MALAGA-AG.K191,4",S,Fin de línea,F,FS,AD,36.707180881578,-4.44157242589929,NO,0
37105,MANZANEQUE,S,Fin de línea,F,FS,AD,39.6347213156854,-3.80246085570906,NO,0
98305,AEROPUERTO-T4,S,Túnel,T,EX,AD,40.4924012430595,-3.59331044440918,SI,1
60911,ALACANT-TERMINAL,P,Estación,E,EX,AV,38.3445933673272,-0.495519555091917,SI,3
62105,ALACANT-BENALUA (CGD),S,Fin de línea,F,FS,AD,38.3377391100131,-0.493869524161477,NO,0
62001,BENIEL,P,Túnel,T,EX,AD,38.0447631176641,-0.999541584561299,SI,3
62002,ORIHUELA - MIGUEL HERNANDEZ,P,Túnel,T,EX,AD,38.077884126347,-0.944536601261412,SI,3
B0802,BIF. CAMBIADOR VALDESTILLAS,S,Bifurcación,B,EX,AV,41.4758771082847,-4.78479188277868,SI,3
C0809,"KM. 51,878",S,Cargadero,K,EX,AV,40.8510391254791,-3.91446710099452,SI,2
08004,SEGOVIA-GUIOMAR,P,Estación,E,EX,AV,40.9101849914655,-4.09486770240391,SI,2
C0812,"PK KM. 126,7",S,Cargadero,K,EX,AV,41.2307812248031,-4.61559097680813,SI,2
08009,VALDESTILLAS-A.V.,S,Estación,E,EX,AV,41.4610541371054,-4.79142061213817,SI,2
04007,GUADALAJARA-YEBES,P,Estación,E,EX,AV,40.5865201813872,-3.12650137024647,SI,2
C4002,"PK KM. 174,7",S,Cargadero,K,EX,AV,41.2034199960793,-2.14736195959642,SI,2
04030,GUALLAR,S,Estación,E,EX,AV,41.6561869613263,-1.0797837247921,SI,2
84100,COSCURITA,S,Punto KM,P,EX,AD,41.4399204377535,-2.46981461925259,SI,2
83009,CERVERA DEL RIO ALHAMA,S,Fin de línea,F,FS,AD,41.9786776960562,-1.86190491064018,NO,0
82100,SORIA,P,Estación,E,EX,AD,41.7552068621858,-2.47549778456111,SI,1
74207,SANTA MARIA Y LA PEÑA,P,Túnel,T,EX,AD,42.3803321147716,-0.695861382255671,SI,2
18102,"KM. 3,237",S,Cargadero,K,FS,AD,40.4271744324776,-3.69627945669243,SI,2
60401,ALCAZAR DE SAN JUAN E.C.,S,Apartadero,Y,FS,AD,39.395697282915,-3.20569466724141,SI,2
A0320,"BIF. JESUS-AGUJA KM. 396,7",S,Bifurcación,B,EX,AV,39.4543779004877,-0.381402179211209,SI,3
B4044,P. T. ZARAGOZA SUR,S,Estación,E,EX,AV,41.6510861408363,-0.894732815857062,SI,2
71908,RIU LLOBREGAT,S,Estación,E,EX,AD,41.4117337748349,2.00879253583186,SI,2
A7223,"AGUJA KM. 23,2",S,Fin de línea,F,FS,AD,41.5254403370758,2.18482464609788,NO,0
75112,GUARDIA DE TREMP (APD),P,Punto KM,P,EX,CA,42.101419684852,0.888155631751245,NO,0
34008,NARROS DEL CASTILLO (APD),P,Punto KM,P,EX,AD,40.8665712888607,-5.05280597698396,SI,2
67012,PUERTO DEL ALTO,S,Apartadero,Y,FS,AD,41.2388109697081,-1.26026223082037,SI,2
67203,PUEBLA DE VALVERDE,P,Túnel,T,EX,AD,40.2134335244929,-0.944616776658834,SI,2
67204,POZO DEL FRAILE,S,Apartadero,Y,FS,AD,40.1810346489278,-0.904747838494303,SI,2
67205,SARRION,P,Túnel,T,EX,AD,40.1462382080793,-0.823414874718275,SI,2
67206,MORA DE RUBIELOS (APT-CGD),P,Apeadero,A,EX,AD,40.1179371921987,-0.773381539805655,SI,2
40105,LLERENA,P,Túnel,T,EX,AD,38.2376630101653,-6.00980158314342,SI,2
40107,FUENTE DEL ARCO (APD),P,Punto KM,P,EX,AD,38.1635428735927,-5.90053485073336,SI,2
40115,PEDROSO,P,Apeadero,A,EX,AD,37.8373131460297,-5.76242971971498,SI,2
40119,VILLANUEVA DEL RIO-MINAS,P,Estación,E,EX,AD,37.6616364961306,-5.71217508311236,SI,2
20314,GUITIRIZ,P,Apeadero,A,EX,AD,43.1790694077496,-7.89512707438157,SI,2
B1050,EL PINAR SUR,S,Apartadero,Y,FS,AD,41.5660705991914,-4.75995194329222,SI,2
B1052,ARCAS REALES P. B.,S,Estación,E,EX,AD,41.5966893094985,-4.7508195959085,SI,2
B4045,P. T . ZARAGOZA NORTE,S,Estación,E,EX,AV,41.6297823054125,-0.863415109010836,SI,2
61011,KM. 399.3,S,Fin de línea,F,FS,AD,38.2724777382074,-1.52056978204504,NO,0
20001,ALFAGEME,S,Apartadero,Y,FS,AD,42.5844868640889,-5.59494770101588,SI,2
20101,OTERO DE ESCARPIZO (APD),S,Apartadero,Y,FS,AD,42.5137819673245,-6.05507263059977,SI,2
20107,LA SILVA,S,Apartadero,Y,FS,AD,42.6012997134737,-6.28044224034667,SI,2
20110,NAVALEO,S,Apartadero,Y,FS,AD,42.5899499630092,-6.37849886468897,SI,2
20108,ALBARES,S,Túnel,T,EX,AD,42.6148495552277,-6.28247399300276,SI,2
20112,VILLAVERDE DE LOS CESTOS (APD),S,Apartadero,Y,FS,AD,42.6089447820767,-6.48045267313404,SI,2
20113,SAN MIGUEL DE LAS DUEÑAS,P,Túnel,T,EX,AD,42.5864210377669,-6.52383634686338,SI,2
20111,BEMBIBRE,P,Túnel,T,EX,AD,42.6095921096491,-6.42219590839927,SI,2
39202,BIF. VALCORBA,S,Fin de línea,F,FS,AD,41.7609393493803,-2.42306419835674,NO,0
31009,CORESES (APD),S,Apartadero,Y,FS,AD,41.5350018662183,-5.61435303273911,SI,2
31210,VILAR DE BARRIO,S,Túnel,T,EX,AD,42.1633380335858,-7.59863630090335,SI,2
31211,BAÑOS DE MOLGAS,S,Túnel,T,EX,AD,42.2375663982635,-7.68300749101486,SI,2
31213,PADERNE CANTOÑA,S,Apartadero,Y,FS,AD,42.2564013911614,-7.75306367156689,SI,2
31305,BOBORAS (APD),S,Apartadero,Y,FS,AD,42.443995784461,-8.13175660243783,SI,2
31303,A FRIELA-MASIDE (APD),P,Punto KM,P,EX,AD,42.411366109221,-8.02894073543354,SI,2
13115,BAKIOLA (APD),S,Punto KM,P,EX,AD,43.1769787257788,-2.90909539103259,SI,2
13117,ARAKALDO (APD),S,Punto KM,P,EX,AD,43.1526322387389,-2.93861748806194,SI,2
13118,ABAROA-SAN MIGUEL (APD),S,Punto KM,P,EX,AD,43.2258387844003,-2.88733208461641,SI,2
13119,LA PEÑA DE BILBAO (APD),S,Punto KM,P,EX,AD,43.2400447300803,-2.9238375780108,SI,2
13121,AMURRIO IPARRALDE (APD),S,Punto KM,P,EX,AD,43.057729368044,-2.9962709881503,SI,2
13205,ZABALBURU (APD),S,Punto KM,P,EX,AD,43.2562507595059,-2.93261904684792,SI,2
13206,AMETZOLA (APD),P,Punto KM,P,EX,AD,43.2546437422395,-2.94366580055477,SI,2
13208,SAN MAMES (APD),S,Punto KM,P,EX,AD,43.261490074722,-2.9487925907278,SI,2
C0865,"KM. 70,136",S,Cargadero,K,EX,AV,42.7823412694393,-8.39102292865434,SI,2
10101,LAS MATAS,P,Túnel,T,EX,AD,40.5523612152444,-3.89674800010648,SI,3
10200,VILLALBA DE GUADARRAMA,P,Estación,E,EX,AD,40.6264759745424,-4.00806871066833,SI,3
A1112,"BIF. RUBENA-AG. KM. 377,3",S,Bifurcación,B,EX,AD,42.3740138868479,-3.62111370742361,SI,3
54300,LA RODA DE ANDALUCIA,S,Túnel,T,EX,AD,37.2093237101251,-4.77498475623834,SI,2
B1501,BIF.LEON CLAF.,S,Fin de línea,F,FS,AD,42.5717273383181,-5.58010486091761,NO,0
15300,LUGO DE LLANERA,S,Estación,E,EX,AD,43.4423010583743,-5.81592603553448,SI,3
15018,LEON-CLASIFICACION,S,Estación,E,EX,AD,42.5833963331763,-5.58017498816898,SI,1
B1507,BIF. RIO BERNESGA,S,Bifurcación,B,EX,AD,42.5496349269458,-5.57579649232101,SI,4
30216,LA BAÑEZA,S,Fin de línea,F,FS,AD,42.2982850307606,-5.90509884075063,NO,0
22200,GUILLAREI,P,Estación,E,EX,AD,42.0656620192489,-8.62253425859123,SI,3
A2240,"GUILLAREI-AG. KM. 0,9",S,Bifurcación,B,EX,AD,42.0688148138322,-8.62909931114097,SI,3
B4043,BIF. CANAL IMPERIAL,S,Bifurcación,B,EX,AV,41.5726946558645,-0.796600391090772,SI,3
B4100,BIF. ARTESA DE LLEIDA,S,Bifurcación,B,EX,AV,41.5651988462513,0.694007969692916,SI,3
31416,CERCEDA-MEIRAMA,P,Túnel,T,EX,AD,43.207672771125,-8.44663294780052,SI,3
11212,AGURAIN-SALVATIERRA DE ALAVA,P,Túnel,T,EX,AD,42.8464200745192,-2.38917739560006,SI,2
60902,VILLENA,P,Apeadero,A,EX,AD,38.6318358743299,-0.867675183013322,SI,2
54510,EL PINILLO (APD),S,Punto KM,P,EX,AD,36.609844578298,-4.51537611389464,SI,2
43017,ARROYO TAMARGUILLO,S,Apartadero,Y,FS,AD,37.43264427038,-5.98445129186267,SI,2
43010,VILLALBA DEL ALCOR,S,Apartadero,Y,FS,AD,37.3993891835486,-6.4903627069553,SI,2
81100,LOGROÑO,P,Estación,E,EX,AD,42.4577318484373,-2.4409029281391,SI,2
81001,SAN FELICES,S,Apeadero,A,EX,AD,42.6216309401232,-2.84590771054797,SI,2
81002,HARO,P,Túnel,T,EX,AD,42.5836265075875,-2.84927366692775,SI,2
70203,MALUQUE (APD),S,Apartadero,Y,FS,AD,40.7904813143548,-3.15759502631455,SI,2
70202,YUNQUERA DE HENARES,P,Apeadero,A,EX,AD,40.7470422852981,-3.16314344969986,SI,2
70204,HUMANES DE MOHERNANDO,P,Túnel,T,EX,AD,40.8311428425442,-3.13898778318243,SI,2
70207,ESPINOSA DE HENARES,P,Apeadero,A,EX,AD,40.9097028127947,-3.07316733407722,SI,2
70208,CARRASCOSA DE HENARES (APD),P,Punto KM,P,EX,AD,40.9058867186193,-3.01413579829707,SI,2
70209,JADRAQUE,P,Apeadero,A,EX,AD,40.9300173312,-2.93580094220735,SI,2
70210,MATILLAS,P,Túnel,T,EX,AD,40.9538325654149,-2.84324702095648,SI,2
70303,ALCUNEZA (APD),S,Apartadero,Y,FS,AD,41.1060534002367,-2.60064106752159,SI,2
70401,MEDINACELI,P,Túnel,T,EX,AD,41.1652426306424,-2.4212247762902,SI,2
70405,MONREAL DE ARIZA (APD),P,Punto KM,P,EX,AD,41.2986584056698,-2.10987735803734,SI,2
70501,CETINA (APD),P,Punto KM,P,EX,AD,41.2958865974881,-1.95992709819236,SI,2
70704,RUEDA DE JALON-LUMPIAQUE (APD),P,Punto KM,P,EX,AD,41.6391577539439,-1.28157692434029,SI,2
79108,GRANOLLERS MERCADERIES,S,Apartadero,Y,FS,AD,41.5975087913612,2.2915982836835,SI,2
78602,"KM. 305,022 ( ELS COMDALS )",S,Apartadero,Y,FS,AD,41.6986019031087,1.84387616177159,SI,2
78603,CASTELLGALI,S,Apartadero,Y,FS,AD,41.6820129178985,1.84759766501693,SI,2
B1112,BIF. RUBENA,S,Bifurcación,B,EX,AD,42.3828167115336,-3.58773281116429,SI,3
11109,BRIVIESCA,P,Estación,E,EX,AD,42.5427199182946,-3.31924928287945,SI,2
54400,BOBADILLA,P,Estación,E,EX,AD,37.0375586885324,-4.72774821090879,SI,4
55003,ALMARGEN-CAÑETE LA REAL,P,Apeadero,A,EX,AD,37.0010242568699,-5.02010932811717,SI,2
55007,RONDA,P,Estación,E,EX,AD,36.7484192301692,-5.16195843632561,SI,2
50400,ESPELUY,P,Túnel,T,EX,AD,38.0101319178536,-3.83228180544998,SI,2
50405,MARMOLEJO,S,Túnel,T,EX,AD,38.0189376501906,-4.16893661956683,SI,2
50505,HORNACHUELOS,S,Túnel,T,EX,AD,37.7739985376037,-5.20605719977291,SI,2
61402,ALUMBRES,S,Apartadero,Y,FS,AD,37.6132125515286,-0.914257731877726,SI,2
05001,SAN ISIDRO,S,Apartadero,Y,FS,AD,37.1938284989202,-3.64185051265369,SI,2
65406,VANDELLOS,S,Fin de línea,F,FS,AD,40.9533534880379,0.866400296353442,NO,0
B8801,BIF. VILANOVA,S,Bifurcación,B,EX,AD,41.3945870030975,2.18448644446993,SI,3
A5030,"ESPELUY-AGUJA KM. 338,8",S,Bifurcación,B,EX,AD,38.0021533869669,-3.80838802909341,SI,3
21011,FERROL PUERTO,S,Garita,G,EX,AD,43.4760861516688,-8.24467926970315,SI,1
60403,ARENALES,S,Apartadero,Y,FS,AD,39.3597258165628,-3.04097016964028,SI,2
69001,GENOVES (APD),P,Punto KM,P,EX,AD,38.9741825942297,-0.48512532910732,SI,2
69004,MONTABERNER (APD),P,Punto KM,P,EX,AD,38.8840895092688,-0.491499482784062,SI,2
69006,ALBAIDA (APD),P,Punto KM,P,EX,AD,38.845704711763,-0.518245417842628,SI,2
69007,AGULLENT (APD),P,Punto KM,P,EX,AD,38.8305169575873,-0.551208910509905,SI,2
69009,AGRES (APD),P,Punto KM,P,EX,AD,38.7968579430505,-0.521812637401866,SI,2
69010,COCENTAINA (APD),P,Punto KM,P,EX,AD,38.7556817838715,-0.451774719923144,SI,2
69101,EL ROMANI (APD),S,Punto KM,P,EX,AD,39.3029865109478,-0.394105854365826,SI,2
69102,SOLLANA,S,Túnel,T,EX,AD,39.2793019388744,-0.379283871542286,SI,2
69103,SUECA,S,Apeadero,A,EX,AD,39.2058070566123,-0.308249104560127,SI,2
69105,TAVERNES DE LA VALLDIGNA,S,Apeadero,A,EX,AD,39.0789422278428,-0.226346009443133,SI,2
65001,ROCA-CUPER (APD),P,Punto KM,P,EX,AD,39.5268123143397,-0.323573917264913,SI,2
42015,CALAÑAS,P,Apeadero,A,EX,AD,37.6519666591313,-6.87648814999393,SI,2
37500,MERIDA,P,Estación,E,EX,AD,38.9213910993284,-6.34307284956129,SI,3
65208,VILA-REAL,P,Estación,E,EX,AD,39.9330457911569,-0.0967401502659071,SI,2
65300,CASTELLO DE LA PLANA,P,Estación,E,EX,AV,39.9883107620613,-0.0522686745425961,SI,2
65301,LES PALMES,S,Túnel,T,EX,AD,40.0236377876158,-0.00168732877882592,SI,3
65304,ORPESA,P,Túnel,T,EX,AD,40.0922999198576,0.139823233596828,SI,2
65312,VINAROS,P,Estación,E,EX,AD,40.4716341416746,0.45567379258263,SI,2
65314,ULLDECONA-ALCANAR-LA SENIA (APT),P,Túnel,T,EX,AD,40.5959347810461,0.449319485816572,SI,2
65402,LALDEA-AMPOSTA-TORTOSA,P,Túnel,T,EX,AD,40.7535169992775,0.614266725956452,SI,3
B6541,BIF. CALAFAT,S,Fin de línea,F,FS,AD,40.9404879302486,0.85256835233366,NO,0
65409,CAMBRILS,P,Fin de línea,F,FS,AD,41.0693271381621,1.05294378729391,NO,0
65410,SALOU,P,Fin de línea,F,FS,AD,41.077444108619,1.12925533024795,NO,0
20211,O BARCO DE VALDEORRAS,P,Apeadero,A,EX,AD,42.4182345449611,-6.98508194508469,SI,2
20209,PUMARES (APD),S,Apartadero,Y,FS,AD,42.4044978091156,-6.85908427091726,SI,2
20212,VILAMARTIN DE VALDEORRAS,P,Túnel,T,EX,AD,42.4115576252749,-7.06146433589769,SI,2
B5103,BIF. UTRERA,S,Bifurcación,B,EX,AD,37.2101185371536,-5.8187387491303,SI,3
35107,ERUSTES,P,Túnel,T,EX,AD,39.9494955223635,-4.48754740858588,SI,2
31412,A CORUÑA,P,Estación,E,EX,AD,43.3528672199097,-8.40950765042964,SI,2
22005,OS PEARES,P,Túnel,T,EX,AD,42.4511733763215,-7.73560385922436,SI,2
22100,OURENSE,P,Estación,E,EX,AV,42.3503138562747,-7.87276441096287,SI,5
22102,RIBADAVIA,P,Túnel,T,EX,AD,42.2930644225645,-8.13918716091075,SI,2
A2230,BIF. CHAPELA,S,Bifurcación,B,EX,AD,42.279767493682,-8.6649023323343,SI,2
22303,VIGO,S,Fin de línea,F,FS,AV,42.2343510346337,-8.71344876532438,NO,0
A0801,"M-CHAMARTIN-AG. KM. 1,5",S,Bifurcación,B,EX,AV,40.4804259680666,-3.6780944156014,SI,3
B0740,BIFURCACIÓN MEDINA,S,Bifurcación,B,EX,AV,41.2735378599489,-4.68082438720637,SI,3
14112,ALAR DEL REY,P,Túnel,T,EX,AD,42.6568678846556,-4.31138288699329,SI,2
14113,MAVE (APD),P,Punto KM,P,EX,AD,42.7233870327087,-4.27560469341423,SI,2
14201,POZAZAL,S,Túnel,T,EX,AD,42.9190299684396,-4.12186172743124,SI,2
14227,SOPEÑA,S,Túnel,T,EX,AD,42.9510907297508,-4.13566675379363,SI,2
14234,PUJAYO (APD.),S,Punto KM,P,EX,AD,43.122630048246,-4.08264295718593,SI,2
14233,RIO EBRO (APD),S,Punto KM,P,EX,AD,43.0007481401329,-4.13440793770303,SI,2
14205,MONTABLIZ,S,Túnel,T,EX,AD,43.1021307516247,-4.09750451416417,SI,2
14203,LANTUENO-SANTIURDE,S,Túnel,T,EX,AD,43.0583305702226,-4.08401123813542,SI,2
14204,PESQUERA,S,Túnel,T,EX,AD,43.0823069273223,-4.07384105821354,SI,2
14208,SANTA CRUZ DE IGUÑA (APD),S,Punto KM,P,EX,AD,43.170122772443,-4.04508190313007,SI,2
14235,ARENAS DE IGUÑA (APD),S,Punto KM,P,EX,AD,43.1850710659123,-4.05007646247702,SI,2
14207,MOLLEDO-PORTOLIN (APD),S,Punto KM,P,EX,AD,43.1454955582276,-4.03907077737689,SI,2
14232,LOMBERA (APD),S,Punto KM,P,EX,AD,43.26580642235,-4.06759594276774,SI,2
20103,PORQUEROS,P,Túnel,T,EX,AD,42.5989543859288,-6.1083707358104,SI,2
20102,VEGA-MAGAZ,P,Túnel,T,EX,AD,42.5531630000287,-6.06801264539204,SI,2
31111,S. PEDRO DE LAS HERRERIAS,S,Apeadero,A,EX,AD,41.90912229569,-6.37986691857041,SI,2
31113,ROBLEDO DE SANABRIA (APD),S,Apartadero,Y,FS,AD,41.9824664759844,-6.54673288228277,SI,2
31112,LINAREJOS-PEDROSO,P,Túnel,T,EX,AD,41.946958595172,-6.48461167595274,SI,2
31109,CABAÑAS DE ALISTE (APD),P,Punto KM,P,EX,AD,41.8545939307614,-6.24633449960927,SI,2
31206,VILARIÑO DE CONSO-A CAPELA,S,Apeadero,A,EX,AD,42.0700453715361,-7.23419844591185,SI,2
31204,A MEZQUITA-VILAVELLA,S,Apeadero,A,EX,AD,42.0444591342869,-7.01929270947758,SI,2
31205,A GUDIÑA,P,Túnel,T,EX,AD,42.0606380860232,-7.13247040247801,SI,2
31304,O CARBALLIÑO,P,Estación,E,EX,AD,42.4314406094141,-8.0687950099176,SI,2
04003,MEJORADA DEL CAMPO,S,Estación,E,EX,AV,40.4065996656345,-3.49064676787067,SI,2
04011,LAS INVIERNAS,S,Estación,E,EX,AV,40.8972567146557,-2.70237854074398,SI,2
04013,ALCOLEA DEL PINAR,S,Estación,E,EX,AV,40.9922879423607,-2.52673348841411,SI,2
04018,ARIZA-A.V.,S,Estación,E,EX,AV,41.225946747556,-2.07019086354878,SI,2
04020,ALHAMA DE ARAGON- A.V.,S,Estación,E,EX,AV,41.2827655471242,-1.90644174939902,SI,2
04026,RICLA-A.V.,S,Estación,E,EX,AV,41.5259089142036,-1.40506354608975,SI,2
04046,PINA DE EBRO-A.V.,S,Estación,E,EX,AV,41.5316001103639,-0.521919120844364,SI,2
04048,BUJARALOZ,S,Estación,E,EX,AV,41.5331206115063,-0.353921439377704,SI,2
04052,BALLOBAR,S,Estación,E,EX,AV,41.5720141009968,0.108137569538063,SI,2
04055,MONTAGUT-A.V.,S,Estación,E,EX,AV,41.6297169448252,0.495703071762242,SI,2
04100,EL SEGRE,S,Estación,E,EX,AV,41.6027643165837,0.602308186083855,SI,2
04102,LESPLUGA DE FRANCOLI-A. V.,S,Estación,E,EX,AV,41.4053170418315,1.0810775759449,SI,2
37604,GUADIANA,P,Apeadero,A,EX,AD,38.9220109433352,-6.6893129586067,SI,2
10001,ARAVACA (APD),P,Punto KM,P,EX,AD,40.4484153411102,-3.78555208740313,SI,2
10007,MAJADAHONDA (APD),S,Punto KM,P,EX,AD,40.4743088925139,-3.84627103203567,SI,2
10010,EL BARRIAL-C.COM.- POZUELO (APD),S,Punto KM,P,EX,AD,40.4652864065256,-3.8078569891431,SI,2
10102,LOS PEÑASCALES,S,Apartadero,Y,FS,AD,40.561502430591,-3.90399190014536,SI,2
00003,LA GRANJUELA - KM. 45.9,S,Apartadero,Y,FS,AD,38.3673622496071,-5.34038858834965,SI,2
13401,SESTAO,S,Túnel,T,EX,AD,43.3084357986952,-2.99394817243163,SI,2
32002,EL CARPIO,P,Túnel,T,EX,AD,41.2154438074773,-5.1144672716316,SI,2
32005,CANTALPINO,S,Túnel,T,EX,AD,41.1181107159591,-5.30067109656353,SI,2
33006,ALDEHUELA DE LA BOVEDA,S,Túnel,T,EX,AD,40.8512083276171,-6.05296453002636,SI,2
33011,SANCTI-SPIRITUS,S,Túnel,T,EX,AD,40.7190550858804,-6.4004856482848,SI,2
33015,ESPEJA,S,Túnel,T,EX,AD,40.5592773152735,-6.7301822254408,SI,2
40104,VILLAGARCIA DE LA TORRE,S,Apartadero,Y,FS,AD,38.2859453249904,-6.09454039358188,SI,2
04307,FIGUERES-VILAFANT,P,Estación,E,EX,AV,42.2645806449081,2.94302836612114,SI,3
04304,VILOBI DONYAR,S,Estación,E,EX,AV,41.886453878351,2.76654425488442,SI,2
04302,LLINARS-A. V.,S,Estación,E,EX,AV,41.6491868048043,2.42166451519929,SI,2
50704,EL CAÑAMO (APD),S,Punto KM,P,EX,AD,37.4850027775545,-5.93432216284483,SI,2
72506,RIERA DE CALDES,S,Túnel,T,EX,AD,41.5209387309355,2.17116159800592,SI,2
78806,LA SAGRERA-MERIDIANA (APD),S,Punto KM,P,EX,AD,41.4236642364931,2.18696189330677,SI,2
72505,BELLATERRA,S,Otro,O,EX,AD,41.4831788959523,2.0853169135794,SI,2
72507,BIF. NUDO MOLLET,S,Bifurcación,B,EX,AD,41.5262533720266,2.20115298159226,SI,4
98302,AEROPUERTO DE BARAJAS,S,Fin de línea,F,FS,AD,40.4703734974262,-3.57509802645611,NO,0
79003,"AGUJA KM. 645,0",S,Bifurcación,B,EX,AV,41.5543223411695,2.26024861106167,SI,2
11522,INTXAURRONDO (APD),P,Punto KM,P,EX,AD,43.3201089801772,-1.95217582044325,SI,2
70807,ZARAGOZA-GOYA (APD),P,Punto KM,P,EX,AD,41.6439065322056,-0.891151137836598,SI,2
56310,HUERCAL-VIATOR,P,Túnel,T,EX,AD,36.8834893091987,-2.43620801691804,SI,2
57002,PIÑAR,S,Túnel,T,EX,AD,37.4002499618286,-3.42428510593332,SI,2
55012,CORTES DE LA FRONTERA,P,Túnel,T,EX,AD,36.5973703102506,-5.33280122190367,SI,2
55023,MIRAFLORES LA LINEA,S,Apartadero,Y,FS,AD,36.2019118564411,-5.4078309480314,SI,1
10204,ZARZALEJO,P,Túnel,T,EX,AD,40.5388261031896,-4.15808766351546,SI,2
15216,LA SILVOTA,S,Apartadero,Y,FS,AD,43.4238986520973,-5.80625023677455,SI,2
65012,VALENCIA PUERTO,S,Fin de línea,F,FS,AD,39.4619330313508,-0.324209310723602,NO,0
30007,HERVAS,S,Fin de línea,F,FS,AD,40.2703746214852,-5.85889271324713,NO,0
A9101,"AGUJA KM. 5,7",S,Fin de línea,F,FS,AD,39.997989733016,-3.89250244355641,NO,0
A3140,"CERCEDA-MEIRAMA-AG. KM. 000,729",S,Bifurcación,B,EX,AD,43.2043271901018,-8.45189047906135,SI,3
31409,MEIRAMA-PICARDEL,S,Túnel,T,EX,AD,43.2150733267579,-8.44954244725515,SI,1
31421,SOGAMA,S,Garita,G,EX,PA,43.1640422128116,-8.44563461831002,SI,2
61401,ESCOMBRERAS,S,Estación,E,EX,AD,37.5733609300187,-0.928643357687313,SI,2
15301,VILLABONA DE ASTURIAS,S,Túnel,T,EX,AD,43.4615125589626,-5.8263770883789,SI,3
15302,SERIN,S,Túnel,T,EX,AD,43.5048668033652,-5.78193330952456,SI,3
15402,GIJON-JOVELLANOS,S,Fin de línea,F,FS,AD,43.5392874826532,-5.67548709453208,NO,0
15403,GIJON-CERCANIAS,S,Fin de línea,F,FS,AD,43.5405271626461,-5.66687751014825,NO,0
15207,OLLONIEGO,S,Apeadero,A,EX,AD,43.296084699946,-5.818850547401,SI,2
B2001,BIF. ASTURIAS,S,Bifurcación,B,EX,AD,42.5904728325362,-5.59646405264815,SI,3
B1601,BIF. OLLONIEGO,S,Bifurcación,B,EX,AD,43.3054693214909,-5.83481805776364,SI,3
16002,TUDELA-VEGUIN,S,Apeadero,A,EX,AD,43.3310573030229,-5.77687316875808,SI,3
